Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
1304, 11.167791366577148, 11.093531608581543 +/- 0.258515328168869, 0.06335442513227463 +/- 0.01914532296359539, 0.2203885316848755 +/- 0.07489605993032455, 1.230959415435791 +/- 0.0, 0.9960579872131348 +/- 0.004221755545586348, 5.118131160736084 +/- 0.007488594390451908, 1.0219674110412598
1305, 11.122978210449219, 11.057563781738281 +/- 0.2753129303455353, 0.05993254482746124 +/- 0.020886676385998726, 0.21454587578773499 +/- 0.0788997933268547, 1.230959415435791 +/- 0.0, 0.9966476559638977 +/- 0.005027222912758589, 5.120020866394043 +/- 0.008230444975197315, 1.020465612411499
1306, 10.986917495727539, 11.074671745300293 +/- 0.24041125178337097, 0.06134967505931854 +/- 0.018233098089694977, 0.21820569038391113 +/- 0.06946602463722229, 1.230959415435791 +/- 0.0, 0.9967479705810547 +/- 0.004420144017785788, 5.119978427886963 +/- 0.007612076587975025, 1.0201663970947266
1307, 11.108928680419922, 11.131854057312012 +/- 0.2920512855052948, 0.066336490213871 +/- 0.022614648565649986, 0.23240375518798828 +/- 0.07869426906108856, 1.230959415435791 +/- 0.0, 0.9962483048439026 +/- 0.005366774275898933, 5.115898609161377 +/- 0.009067310951650143, 1.0190215110778809
1308, 11.506643295288086, 11.039348602294922 +/- 0.301990807056427, 0.05883646756410599 +/- 0.02311566472053528, 0.20579493045806885 +/- 0.08446529507637024, 1.230959415435791 +/- 0.0, 0.9963449835777283 +/- 0.004431102424860001, 5.120944976806641 +/- 0.010174937546253204, 1.0200507640838623
1309, 11.062862396240234, 11.074823379516602 +/- 0.2601815164089203, 0.061411261558532715 +/- 0.019333256408572197, 0.21787258982658386 +/- 0.07550662010908127, 1.230959415435791 +/- 0.0, 0.9966166019439697 +/- 0.004613019526004791, 5.1197829246521 +/- 0.009142784401774406, 1.0200707912445068
1310, 11.035210609436035, 11.06004524230957 +/- 0.22822393476963043, 0.06034715473651886 +/- 0.017271095886826515, 0.21412429213523865 +/- 0.06556114554405212, 1.230959415435791 +/- 0.0, 0.9965624809265137 +/- 0.004909397568553686, 5.119428634643555 +/- 0.00841076672077179, 1.020552635192871
1311, 11.114741325378418, 11.070138931274414 +/- 0.23585782945156097, 0.06113653630018234 +/- 0.01764531619846821, 0.21519814431667328 +/- 0.06940122693777084, 1.230959415435791 +/- 0.0, 0.9966779947280884 +/- 0.004713390488177538, 5.120124816894531 +/- 0.006848852150142193, 1.0192022323608398
1312, 10.95815372467041, 11.047890663146973 +/- 0.28745731711387634, 0.059642493724823 +/- 0.02194075658917427, 0.20809924602508545 +/- 0.07820016890764236, 1.230959415435791 +/- 0.0, 0.9966521263122559 +/- 0.004647294990718365, 5.12004280090332 +/- 0.00841598678380251, 1.018704891204834
1313, 10.945647239685059, 11.106992721557617 +/- 0.2632237672805786, 0.0640576034784317 +/- 0.019720545038580894, 0.22702184319496155 +/- 0.07724601030349731, 1.230959415435791 +/- 0.0, 0.9963794350624084 +/- 0.005232119467109442, 5.117672920227051 +/- 0.009019020013511181, 1.0180473327636719
1314, 11.397212028503418, 11.055315017700195 +/- 0.24799729883670807, 0.06000956520438194 +/- 0.01942141354084015, 0.2112359255552292 +/- 0.06800273805856705, 1.230959415435791 +/- 0.0, 0.9966814517974854 +/- 0.00445954455062747, 5.12044620513916 +/- 0.008974201045930386, 1.0198237895965576
1315, 11.043707847595215, 11.061613082885742 +/- 0.24488697946071625, 0.060564398765563965 +/- 0.018744930624961853, 0.21336348354816437 +/- 0.06811212748289108, 1.230959415435791 +/- 0.0, 0.9966924786567688 +/- 0.0044832793064415455, 5.1197509765625 +/- 0.00935570988804102, 1.0213184356689453
1316, 11.242470741271973, 11.078775405883789 +/- 0.23996715247631073, 0.06161048263311386 +/- 0.018415292724967003, 0.2191344052553177 +/- 0.07304596155881882, 1.230959415435791 +/- 0.0, 0.9963652491569519 +/- 0.005693207960575819, 5.119487285614014 +/- 0.009325027465820312, 1.021979808807373
1317, 10.91600227355957, 11.077262878417969 +/- 0.26072412729263306, 0.06193747743964195 +/- 0.019713127985596657, 0.21647393703460693 +/- 0.07508872449398041, 1.230959415435791 +/- 0.0, 0.9966865181922913 +/- 0.004212875384837389, 5.119270324707031 +/- 0.008680000901222229, 1.020171880722046
1318, 11.107782363891602, 11.107818603515625 +/- 0.2879495620727539, 0.06396421790122986 +/- 0.022048762068152428, 0.22851890325546265 +/- 0.0838763490319252, 1.230959415435791 +/- 0.0, 0.9969000816345215 +/- 0.0062759919092059135, 5.117378234863281 +/- 0.010989410802721977, 1.019500970840454
1319, 11.081496238708496, 11.04977035522461 +/- 0.2587340772151947, 0.0595938116312027 +/- 0.019542032852768898, 0.2083175778388977 +/- 0.074345663189888, 1.230959415435791 +/- 0.0, 0.9961265325546265 +/- 0.004674285184592009, 5.120914936065674 +/- 0.008005836978554726, 1.0206785202026367
1320, 11.180414199829102, 11.061410903930664 +/- 0.23012256622314453, 0.06054922193288803 +/- 0.017729276791214943, 0.21268518269062042 +/- 0.06658202409744263, 1.230959415435791 +/- 0.0, 0.9964585304260254 +/- 0.004676447715610266, 5.119895935058594 +/- 0.007563152350485325, 1.0195837020874023
1321, 11.198954582214355, 11.032182693481445 +/- 0.20046453177928925, 0.058395206928253174 +/- 0.01527496799826622, 0.20275555551052094 +/- 0.05892063304781914, 1.230959415435791 +/- 0.0, 0.9965135455131531 +/- 0.004503844305872917, 5.121115684509277 +/- 0.0073851328343153, 1.0222792625427246
1322, 10.97245979309082, 11.056381225585938 +/- 0.2608843445777893, 0.059869326651096344 +/- 0.019586076959967613, 0.2136896848678589 +/- 0.07575968652963638, 1.230959415435791 +/- 0.0, 0.9965537786483765 +/- 0.004113974515348673, 5.120558738708496 +/- 0.008210827596485615, 1.0219790935516357
1323, 11.294681549072266, 11.02920913696289 +/- 0.24911721050739288, 0.05769325792789459 +/- 0.0186526607722044, 0.2056635618209839 +/- 0.07122570276260376, 1.230959415435791 +/- 0.0, 0.9967686533927917 +/- 0.004578918684273958, 5.121736526489258 +/- 0.00753999687731266, 1.0195574760437012
1324, 11.020384788513184, 11.080763816833496 +/- 0.26195457577705383, 0.06232228875160217 +/- 0.019977938383817673, 0.21786510944366455 +/- 0.07543755322694778, 1.230959415435791 +/- 0.0, 0.9965408444404602 +/- 0.00471821054816246, 5.118125915527344 +/- 0.008758196607232094, 1.0186970233917236
1325, 11.21806526184082, 11.028244018554688 +/- 0.25915825366973877, 0.058026157319545746 +/- 0.0202330369502306, 0.20285585522651672 +/- 0.07254607230424881, 1.230959415435791 +/- 0.0, 0.9970671534538269 +/- 0.003929794766008854, 5.121361255645752 +/- 0.009112110361456871, 1.0200047492980957
1326, 11.007089614868164, 11.08443832397461 +/- 0.28801214694976807, 0.06270715594291687 +/- 0.02187632955610752, 0.21535331010818481 +/- 0.07798580825328827, 1.230959415435791 +/- 0.0, 0.9962912201881409 +/- 0.005395073909312487, 5.118863582611084 +/- 0.007895992137491703, 1.0211491584777832
1327, 11.095253944396973, 11.082056045532227 +/- 0.2421266883611679, 0.0619681291282177 +/- 0.018662258982658386, 0.2196662425994873 +/- 0.06977254897356033, 1.230959415435791 +/- 0.0, 0.9968804121017456 +/- 0.005089772865176201, 5.119572639465332 +/- 0.007503540255129337, 1.0211873054504395
1328, 11.047452926635742, 11.071515083312988 +/- 0.26327866315841675, 0.06133466213941574 +/- 0.02046612650156021, 0.21382030844688416 +/- 0.07004393637180328, 1.230959415435791 +/- 0.0, 0.9961089491844177 +/- 0.004392350558191538, 5.120452880859375 +/- 0.008863022550940514, 1.0222373008728027
1329, 11.136091232299805, 11.050552368164062 +/- 0.22254808247089386, 0.05976055562496185 +/- 0.016771769151091576, 0.20863986015319824 +/- 0.06328511238098145, 1.230959415435791 +/- 0.0, 0.996525764465332 +/- 0.004061651416122913, 5.120725631713867 +/- 0.006789077538996935, 1.020890474319458
1330, 10.792471885681152, 11.035264015197754 +/- 0.23874697089195251, 0.05835448578000069 +/- 0.017968865111470222, 0.2057259976863861 +/- 0.0719667598605156, 1.230959415435791 +/- 0.0, 0.9964478015899658 +/- 0.004768615588545799, 5.121228218078613 +/- 0.009444736875593662, 1.020488977432251
1331, 11.170835494995117, 11.020149230957031 +/- 0.23131456971168518, 0.05730821192264557 +/- 0.01720167137682438, 0.20074358582496643 +/- 0.06892077624797821, 1.230959415435791 +/- 0.0, 0.997103214263916 +/- 0.004488517064601183, 5.121734619140625 +/- 0.008496379479765892, 1.0205528736114502
1332, 10.984692573547363, 11.03081226348877 +/- 0.3072304427623749, 0.05836326628923416 +/- 0.0226763803511858, 0.20066945254802704 +/- 0.08556824922561646, 1.230959415435791 +/- 0.0, 0.9966381788253784 +/- 0.004047521855682135, 5.121870517730713 +/- 0.006533444859087467, 1.0213518142700195
1333, 10.995887756347656, 11.072365760803223 +/- 0.23949255049228668, 0.06100653111934662 +/- 0.017965547740459442, 0.2195499837398529 +/- 0.07325180619955063, 1.230959415435791 +/- 0.0, 0.9965775012969971 +/- 0.004878143314272165, 5.119599342346191 +/- 0.007602650206536055, 1.0209579467773438
1334, 11.379316329956055, 11.032201766967773 +/- 0.2295146882534027, 0.058257170021533966 +/- 0.017500996589660645, 0.2039552927017212 +/- 0.06518618762493134, 1.230959415435791 +/- 0.0, 0.9965552091598511 +/- 0.0038583572022616863, 5.121500015258789 +/- 0.0061644441448152065, 1.0201292037963867
1335, 10.883832931518555, 11.045543670654297 +/- 0.26368606090545654, 0.059702977538108826 +/- 0.020054016262292862, 0.20427045226097107 +/- 0.07290498167276382, 1.230959415435791 +/- 0.0, 0.9967480301856995 +/- 0.0044946493580937386, 5.1205830574035645 +/- 0.007672752719372511, 1.0202322006225586
1336, 10.977401733398438, 10.995116233825684 +/- 0.2052258849143982, 0.0550852045416832 +/- 0.015635447576642036, 0.1942673623561859 +/- 0.0601164810359478, 1.230959415435791 +/- 0.0, 0.9966446757316589 +/- 0.004136481788009405, 5.123579978942871 +/- 0.007419351488351822, 1.0204548835754395
1337, 10.866918563842773, 11.028849601745605 +/- 0.23809950053691864, 0.05794072896242142 +/- 0.01831965148448944, 0.204616516828537 +/- 0.0655592530965805, 1.230959415435791 +/- 0.0, 0.996825098991394 +/- 0.004323365166783333, 5.120974063873291 +/- 0.008685632608830929, 1.0190017223358154
1338, 11.096894264221191, 11.0696439743042 +/- 0.2935071885585785, 0.061132919043302536 +/- 0.022644827142357826, 0.21496616303920746 +/- 0.07833489030599594, 1.230959415435791 +/- 0.0, 0.9970487356185913 +/- 0.005133084021508694, 5.1199212074279785 +/- 0.00839640386402607, 1.020357608795166
1339, 10.816807746887207, 11.039270401000977 +/- 0.22455768287181854, 0.05868252366781235 +/- 0.01720544509589672, 0.20624518394470215 +/- 0.06259503215551376, 1.230959415435791 +/- 0.0, 0.9963114261627197 +/- 0.004719260614365339, 5.121306419372559 +/- 0.007368859834969044, 1.0205795764923096
1340, 11.031770706176758, 11.010964393615723 +/- 0.24888116121292114, 0.05641133338212967 +/- 0.018712904304265976, 0.1973280906677246 +/- 0.0709521472454071, 1.230959415435791 +/- 0.0, 0.9969151020050049 +/- 0.004106027539819479, 5.123442649841309 +/- 0.00731634721159935, 1.0209581851959229
1341, 11.107361793518066, 11.061704635620117 +/- 0.2308388501405716, 0.060178954154253006 +/- 0.017563343048095703, 0.21464598178863525 +/- 0.06643753498792648, 1.230959415435791 +/- 0.0, 0.9965393543243408 +/- 0.004879421088844538, 5.120844841003418 +/- 0.0072947111912071705, 1.0207006931304932
1342, 10.949217796325684, 11.001792907714844 +/- 0.19661641120910645, 0.05599946528673172 +/- 0.015028967522084713, 0.19508889317512512 +/- 0.058064237236976624, 1.230959415435791 +/- 0.0, 0.9968517422676086 +/- 0.004257168620824814, 5.121953010559082 +/- 0.007126289885491133, 1.0203802585601807
1343, 10.967360496520996, 11.018091201782227 +/- 0.2562963366508484, 0.05728112906217575 +/- 0.019303839653730392, 0.19760413467884064 +/- 0.07136011123657227, 1.230959415435791 +/- 0.0, 0.9965368509292603 +/- 0.004028922878205776, 5.1224260330200195 +/- 0.006724524777382612, 1.0210764408111572
1344, 10.943700790405273, 11.065483093261719 +/- 0.21180541813373566, 0.06108703464269638 +/- 0.016066303476691246, 0.21216228604316711 +/- 0.06352394819259644, 1.230959415435791 +/- 0.0, 0.9967939853668213 +/- 0.00458154734224081, 5.119661331176758 +/- 0.007016798015683889, 1.0198144912719727
1345, 11.45275592803955, 11.028762817382812 +/- 0.25407642126083374, 0.05836700648069382 +/- 0.019043713808059692, 0.19771236181259155 +/- 0.07049483060836792, 1.230959415435791 +/- 0.0, 0.9967305660247803 +/- 0.004393492825329304, 5.122191429138184 +/- 0.006262614857405424, 1.0219089984893799
1346, 10.843771934509277, 11.00882625579834 +/- 0.22392593324184418, 0.055839426815509796 +/- 0.01679897867143154, 0.2011062204837799 +/- 0.06693950295448303, 1.230959415435791 +/- 0.0, 0.9966082572937012 +/- 0.005177537444978952, 5.122747421264648 +/- 0.007726363372057676, 1.0215187072753906
1347, 10.97410774230957, 11.021191596984863 +/- 0.2602832615375519, 0.05756978690624237 +/- 0.019679032266139984, 0.19765704870224 +/- 0.0735989660024643, 1.230959415435791 +/- 0.0, 0.9968193173408508 +/- 0.004562333691865206, 5.122371673583984 +/- 0.008065737783908844, 1.019308090209961
1348, 11.22980785369873, 10.964637756347656 +/- 0.23813356459140778, 0.05262325331568718 +/- 0.0176776722073555, 0.18453837931156158 +/- 0.06847570091485977, 1.230959415435791 +/- 0.0, 0.9969050884246826 +/- 0.0039544906467199326, 5.125672340393066 +/- 0.005538145545870066, 1.0184876918792725
1349, 10.813179016113281, 11.043729782104492 +/- 0.2154044210910797, 0.05926920473575592 +/- 0.016632145270705223, 0.20658783614635468 +/- 0.06083598732948303, 1.230959415435791 +/- 0.0, 0.9965803027153015 +/- 0.0044784266501665115, 5.120636940002441 +/- 0.007452692836523056, 1.020752191543579
1350, 11.349945068359375, 10.98934555053711 +/- 0.24851450324058533, 0.05497497320175171 +/- 0.01941704750061035, 0.19073444604873657 +/- 0.06983888894319534, 1.230959415435791 +/- 0.0, 0.9968513250350952 +/- 0.004007487557828426, 5.12313175201416 +/- 0.011009463109076023, 1.02095365524292
1351, 11.07214069366455, 11.015862464904785 +/- 0.22234396636486053, 0.05665987730026245 +/- 0.01661471277475357, 0.20214727520942688 +/- 0.06580022722482681, 1.230959415435791 +/- 0.0, 0.9969218969345093 +/- 0.004377396311610937, 5.122126579284668 +/- 0.006826652679592371, 1.0182597637176514
1352, 11.118980407714844, 10.975725173950195 +/- 0.20690470933914185, 0.05347691476345062 +/- 0.015628043562173843, 0.18926897644996643 +/- 0.05979970842599869, 1.230959415435791 +/- 0.0, 0.9967814683914185 +/- 0.0038656480610370636, 5.124578475952148 +/- 0.005461779423058033, 1.0186328887939453
1353, 10.968400955200195, 11.049999237060547 +/- 0.25244274735450745, 0.05984087288379669 +/- 0.01946616731584072, 0.20688359439373016 +/- 0.06711401045322418, 1.230959415435791 +/- 0.0, 0.9966337084770203 +/- 0.004902067594230175, 5.120584964752197 +/- 0.007968581281602383, 1.0184471607208252
1354, 10.885635375976562, 11.014444351196289 +/- 0.2277277112007141, 0.05687334015965462 +/- 0.01711152121424675, 0.19722330570220947 +/- 0.06441018730401993, 1.230959415435791 +/- 0.0, 0.9967166781425476 +/- 0.0041699400171637535, 5.122835159301758 +/- 0.00632051657885313, 1.0181925296783447
1355, 11.138007164001465, 11.058127403259277 +/- 0.2622257173061371, 0.05992002785205841 +/- 0.020018646493554115, 0.2156449258327484 +/- 0.07755185663700104, 1.230959415435791 +/- 0.0, 0.996728241443634 +/- 0.005346900783479214, 5.11967658996582 +/- 0.0097113735973835, 1.018904209136963
1356, 11.03746223449707, 11.004166603088379 +/- 0.24466942250728607, 0.0558118000626564 +/- 0.01810077764093876, 0.1980169415473938 +/- 0.06944448500871658, 1.230959415435791 +/- 0.0, 0.9970028400421143 +/- 0.003719928441569209, 5.122874736785889 +/- 0.005876010283827782, 1.0168874263763428
1357, 11.117538452148438, 11.011016845703125 +/- 0.28756198287010193, 0.056753627955913544 +/- 0.02239573746919632, 0.19457855820655823 +/- 0.0763673335313797, 1.230959415435791 +/- 0.0, 0.9968176484107971 +/- 0.004088177345693111, 5.123109340667725 +/- 0.009166266769170761, 1.0199894905090332
1358, 10.8224515914917, 11.007752418518066 +/- 0.2260320782661438, 0.056535251438617706 +/- 0.01742028445005417, 0.19351427257061005 +/- 0.0621308907866478, 1.230959415435791 +/- 0.0, 0.9968183636665344 +/- 0.003979163244366646, 5.12314510345459 +/- 0.0066214813850820065, 1.018739938735962
1359, 11.027688026428223, 11.03657341003418 +/- 0.22886845469474792, 0.058457136154174805 +/- 0.017489900812506676, 0.2044319212436676 +/- 0.06453799456357956, 1.230959415435791 +/- 0.0, 0.9967261552810669 +/- 0.005151557270437479, 5.121922492980957 +/- 0.007609556429088116, 1.0175120830535889
1360, 10.850447654724121, 10.993668556213379 +/- 0.23204778134822845, 0.05509781837463379 +/- 0.01763717085123062, 0.19376137852668762 +/- 0.0656147301197052, 1.230959415435791 +/- 0.0, 0.9965930581092834 +/- 0.0037487882655113935, 5.123181343078613 +/- 0.007775568403303623, 1.0176811218261719
1361, 10.933445930480957, 11.008834838867188 +/- 0.24849042296409607, 0.0563107505440712 +/- 0.0189098808914423, 0.1968689262866974 +/- 0.0685473382472992, 1.230959415435791 +/- 0.0, 0.9969500303268433 +/- 0.004881736822426319, 5.122772216796875 +/- 0.008017249405384064, 1.0186488628387451
1362, 10.896309852600098, 10.999597549438477 +/- 0.22663067281246185, 0.05525542050600052 +/- 0.017038783058524132, 0.19731001555919647 +/- 0.06427396088838577, 1.230959415435791 +/- 0.0, 0.9967323541641235 +/- 0.004091267473995686, 5.123495578765869 +/- 0.00635739928111434, 1.0184919834136963
1363, 10.896136283874512, 10.99361801147461 +/- 0.22222349047660828, 0.054870933294296265 +/- 0.0169536080211401, 0.19410619139671326 +/- 0.06232292950153351, 1.230959415435791 +/- 0.0, 0.9967227578163147 +/- 0.004667977802455425, 5.123774528503418 +/- 0.00751423928886652, 1.0170717239379883
1364, 10.997390747070312, 10.972851753234863 +/- 0.2303914874792099, 0.053361862897872925 +/- 0.017220204696059227, 0.1867394745349884 +/- 0.0666661337018013, 1.230959415435791 +/- 0.0, 0.9970508813858032 +/- 0.004132344387471676, 5.124958038330078 +/- 0.006250769831240177, 1.0177841186523438
1365, 10.957329750061035, 11.011032104492188 +/- 0.2235925793647766, 0.056478045880794525 +/- 0.017021669074892998, 0.19875884056091309 +/- 0.06460849940776825, 1.230959415435791 +/- 0.0, 0.9968531727790833 +/- 0.004581986926496029, 5.122201442718506 +/- 0.00865374319255352, 1.017897129058838
1366, 11.121447563171387, 11.009485244750977 +/- 0.22436977922916412, 0.05641798675060272 +/- 0.017122846096754074, 0.1971721351146698 +/- 0.06281008571386337, 1.230959415435791 +/- 0.0, 0.996860682964325 +/- 0.004471995402127504, 5.122574329376221 +/- 0.006825688295066357, 1.0182673931121826
1367, 11.694005966186523, 11.018423080444336 +/- 0.25462108850479126, 0.05757980793714523 +/- 0.019676724448800087, 0.19500449299812317 +/- 0.06868989765644073, 1.230959415435791 +/- 0.0, 0.9968416690826416 +/- 0.004741145763546228, 5.122187614440918 +/- 0.008542956784367561, 1.0168449878692627
1368, 10.855270385742188, 11.025169372558594 +/- 0.27643367648124695, 0.05776596814393997 +/- 0.02109011821448803, 0.2000671923160553 +/- 0.07559913396835327, 1.230959415435791 +/- 0.0, 0.9965915083885193 +/- 0.0050542233511805534, 5.12186336517334 +/- 0.008638573810458183, 1.0178301334381104
1369, 10.907960891723633, 10.982864379882812 +/- 0.26571357250213623, 0.05428966507315636 +/- 0.019794661551713943, 0.18748672306537628 +/- 0.07292895764112473, 1.230959415435791 +/- 0.0, 0.9970809817314148 +/- 0.003884486388415098, 5.125060081481934 +/- 0.0058134254068136215, 1.0195653438568115
1370, 11.308917045593262, 10.997910499572754 +/- 0.19502824544906616, 0.055460769683122635 +/- 0.014964689500629902, 0.1943601369857788 +/- 0.056247055530548096, 1.230959415435791 +/- 0.0, 0.9966403245925903 +/- 0.00423975195735693, 5.1230082511901855 +/- 0.006191192660480738, 1.0195746421813965
1371, 10.868182182312012, 10.982233047485352 +/- 0.22574275732040405, 0.05390273407101631 +/- 0.017381906509399414, 0.19326898455619812 +/- 0.06410082429647446, 1.230959415435791 +/- 0.0, 0.9969956874847412 +/- 0.004131192807108164, 5.123662948608398 +/- 0.008339889347553253, 1.0180432796478271
1372, 11.127176284790039, 10.955583572387695 +/- 0.23310673236846924, 0.052038874477148056 +/- 0.017839226871728897, 0.18164242804050446 +/- 0.06609220057725906, 1.230959415435791 +/- 0.0, 0.9971195459365845 +/- 0.00399582227692008, 5.12556266784668 +/- 0.008272121660411358, 1.017897605895996
1373, 11.269278526306152, 10.959966659545898 +/- 0.2125074714422226, 0.05292053520679474 +/- 0.016495727002620697, 0.178879514336586 +/- 0.05936262011528015, 1.230959415435791 +/- 0.0, 0.9965645670890808 +/- 0.003456255653873086, 5.124753475189209 +/- 0.008512339554727077, 1.0183637142181396
1374, 10.954410552978516, 11.025018692016602 +/- 0.2612718641757965, 0.05739467591047287 +/- 0.019995003938674927, 0.20225152373313904 +/- 0.07176203280687332, 1.230959415435791 +/- 0.0, 0.9965401887893677 +/- 0.0048693143762648106, 5.122626304626465 +/- 0.008326059207320213, 1.0173346996307373
1375, 10.908363342285156, 11.020601272583008 +/- 0.23564772307872772, 0.0571039542555809 +/- 0.01813811995089054, 0.20252713561058044 +/- 0.06367012113332748, 1.230959415435791 +/- 0.0, 0.9970190525054932 +/- 0.004204827360808849, 5.122189521789551 +/- 0.009307712316513062, 1.0178956985473633
1376, 10.877552032470703, 10.940362930297852 +/- 0.23291398584842682, 0.05118470638990402 +/- 0.017553653568029404, 0.1734316051006317 +/- 0.06327170133590698, 1.230959415435791 +/- 0.0, 0.9969656467437744 +/- 0.0034838600549846888, 5.126474380493164 +/- 0.005873067304491997, 1.0190837383270264
1377, 10.889021873474121, 10.956650733947754 +/- 0.22187118232250214, 0.05217074230313301 +/- 0.016385214403271675, 0.18124087154865265 +/- 0.06547372788190842, 1.230959415435791 +/- 0.0, 0.9970503449440002 +/- 0.0038415109738707542, 5.125678539276123 +/- 0.004780561197549105, 1.0194902420043945
1378, 10.847383499145508, 10.969663619995117 +/- 0.23453494906425476, 0.05320267379283905 +/- 0.01764281652867794, 0.1849486529827118 +/- 0.06489616632461548, 1.230959415435791 +/- 0.0, 0.9969403147697449 +/- 0.004096620250493288, 5.125036716461182 +/- 0.007514103781431913, 1.0179388523101807
1379, 11.002389907836914, 10.968317031860352 +/- 0.2308548390865326, 0.05320534110069275 +/- 0.01789434812963009, 0.1842317432165146 +/- 0.06364904344081879, 1.230959415435791 +/- 0.0, 0.9971129894256592 +/- 0.004636743571609259, 5.124524116516113 +/- 0.00764272129163146, 1.0185317993164062
1380, 10.89678955078125, 10.962590217590332 +/- 0.23648782074451447, 0.05296889692544937 +/- 0.018094005063176155, 0.1805829256772995 +/- 0.06466350704431534, 1.230959415435791 +/- 0.0, 0.99675452709198 +/- 0.003936561290174723, 5.124857425689697 +/- 0.007564769592136145, 1.0178101062774658
1381, 10.844152450561523, 11.00859546661377 +/- 0.2425568699836731, 0.05590258538722992 +/- 0.018258122727274895, 0.20064204931259155 +/- 0.07140763849020004, 1.230959415435791 +/- 0.0, 0.9970009326934814 +/- 0.004291466902941465, 5.123093605041504 +/- 0.0070439791306853294, 1.0178611278533936
1382, 10.988255500793457, 10.965535163879395 +/- 0.2000698745250702, 0.05315123498439789 +/- 0.015041441656649113, 0.18283015489578247 +/- 0.057237084954977036, 1.230959415435791 +/- 0.0, 0.99680495262146 +/- 0.0038482854142785072, 5.124345779418945 +/- 0.00616921903565526, 1.0175416469573975
1383, 11.194758415222168, 10.979217529296875 +/- 0.2299843579530716, 0.05353245511651039 +/- 0.017028668895363808, 0.19151726365089417 +/- 0.06979216635227203, 1.230959415435791 +/- 0.0, 0.9969860911369324 +/- 0.00406233873218298, 5.124908447265625 +/- 0.006346753798425198, 1.0167567729949951
1384, 11.005793571472168, 10.971946716308594 +/- 0.22562275826931, 0.05331748351454735 +/- 0.017497742548584938, 0.1870683878660202 +/- 0.06266669929027557, 1.230959415435791 +/- 0.0, 0.9970165491104126 +/- 0.004808638244867325, 5.124250411987305 +/- 0.008412820287048817, 1.0180261135101318
1385, 11.054224967956543, 10.935361862182617 +/- 0.20304754376411438, 0.05059891939163208 +/- 0.015676183626055717, 0.17295236885547638 +/- 0.0536295510828495, 1.230959415435791 +/- 0.0, 0.9969154596328735 +/- 0.0037139735650271177, 5.127044677734375 +/- 0.006203584372997284, 1.0201866626739502
1386, 10.929852485656738, 10.957897186279297 +/- 0.22151052951812744, 0.05224134773015976 +/- 0.016899380832910538, 0.18149219453334808 +/- 0.06119179725646973, 1.230959415435791 +/- 0.0, 0.9969918727874756 +/- 0.004090753849595785, 5.125706672668457 +/- 0.006790973711758852, 1.0203874111175537
1387, 11.094278335571289, 10.957283020019531 +/- 0.2064029723405838, 0.05234862118959427 +/- 0.015732940286397934, 0.18117031455039978 +/- 0.05697363242506981, 1.230959415435791 +/- 0.0, 0.9970365762710571 +/- 0.004027660470455885, 5.125063419342041 +/- 0.006429443601518869, 1.020169973373413
1388, 10.80180549621582, 10.929025650024414 +/- 0.20323871076107025, 0.04982171580195427 +/- 0.015390726737678051, 0.1745927929878235 +/- 0.05704028904438019, 1.230959415435791 +/- 0.0, 0.9969766736030579 +/- 0.003600440686568618, 5.127002716064453 +/- 0.006261647213250399, 1.0214054584503174
1389, 10.862646102905273, 10.955524444580078 +/- 0.21539323031902313, 0.0518205501139164 +/- 0.01605294458568096, 0.18437542021274567 +/- 0.06437648832798004, 1.230959415435791 +/- 0.0, 0.9970529079437256 +/- 0.004159008152782917, 5.1251726150512695 +/- 0.0067228758707642555, 1.0200011730194092
1390, 10.983098983764648, 10.943800926208496 +/- 0.18826568126678467, 0.05068914592266083 +/- 0.014720619656145573, 0.18132701516151428 +/- 0.054236624389886856, 1.230959415435791 +/- 0.0, 0.996963620185852 +/- 0.003674372099339962, 5.126655578613281 +/- 0.00671403156593442, 1.0204174518585205
1391, 10.878555297851562, 10.998079299926758 +/- 0.22502653300762177, 0.055214062333106995 +/- 0.017224617302417755, 0.19674530625343323 +/- 0.06629208475351334, 1.230959415435791 +/- 0.0, 0.9969494342803955 +/- 0.004253763239830732, 5.123227119445801 +/- 0.009339358657598495, 1.020864725112915
1392, 10.800623893737793, 10.914798736572266 +/- 0.22467665374279022, 0.04858415946364403 +/- 0.016671977937221527, 0.17079854011535645 +/- 0.06526067107915878, 1.230959415435791 +/- 0.0, 0.9970401525497437 +/- 0.004087845329195261, 5.127805709838867 +/- 0.007160649169236422, 1.0190489292144775
1393, 11.116043090820312, 10.949676513671875 +/- 0.22951935231685638, 0.05117584392428398 +/- 0.01795196160674095, 0.18224170804023743 +/- 0.06163392961025238, 1.230959415435791 +/- 0.0, 0.9973621368408203 +/- 0.004143336787819862, 5.126631736755371 +/- 0.008162925951182842, 1.0185654163360596
1394, 10.914055824279785, 11.001847267150879 +/- 0.22831282019615173, 0.05586309731006622 +/- 0.01738026924431324, 0.1938142478466034 +/- 0.06568588316440582, 1.230959415435791 +/- 0.0, 0.9965043067932129 +/- 0.004158725030720234, 5.12322473526001 +/- 0.0082717789337039, 1.0182626247406006
