Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
4473, 3.8397443294525146, 3.4131507873535156 +/- 0.4357224702835083, 0.09011001139879227 +/- 0.033126894384622574, 0.48240745067596436 +/- 0.1454908549785614, 1.0471973419189453 +/- 0.0, 0.9927988052368164 +/- 0.0036372188478708267, 8.092538833618164 +/- 0.004952799063175917, 1.7081892490386963
4474, 3.887908935546875, 3.3295979499816895 +/- 0.40745484828948975, 0.08386044204235077 +/- 0.028089143335819244, 0.46212273836135864 +/- 0.16751685738563538, 1.0471973419189453 +/- 0.0, 0.9931139945983887 +/- 0.0027391924522817135, 8.093515396118164 +/- 0.004109321627765894, 1.7088580131530762
4475, 3.940703868865967, 3.4384982585906982 +/- 0.44764769077301025, 0.09059197455644608 +/- 0.03178858384490013, 0.5036094188690186 +/- 0.17273081839084625, 1.0471973419189453 +/- 0.0, 0.9928336143493652 +/- 0.002469542669132352, 8.092893600463867 +/- 0.007090089842677116, 1.7086520195007324
4476, 4.557239055633545, 3.424360752105713 +/- 0.45768266916275024, 0.09286816418170929 +/- 0.034154776483774185, 0.4665681719779968 +/- 0.1520150601863861, 1.0471973419189453 +/- 0.0, 0.9932739734649658 +/- 0.0034005953930318356, 8.09372329711914 +/- 0.0038034978788346052, 1.708606481552124
4477, 3.8828680515289307, 3.446852684020996 +/- 0.40296974778175354, 0.09026843309402466 +/- 0.029064040631055832, 0.5144845843315125 +/- 0.15671178698539734, 1.0471973419189453 +/- 0.0, 0.9924726486206055 +/- 0.002566542709246278, 8.093435287475586 +/- 0.005978385452181101, 1.7075092792510986
4478, 3.9860196113586426, 3.3613524436950684 +/- 0.44375890493392944, 0.08744467794895172 +/- 0.033304523676633835, 0.4583388864994049 +/- 0.1459193080663681, 1.0471973419189453 +/- 0.0, 0.9931066036224365 +/- 0.0023659432772547007, 8.093019485473633 +/- 0.005376437213271856, 1.7071783542633057
4479, 3.6731059551239014, 3.434762954711914 +/- 0.3920377790927887, 0.08999509364366531 +/- 0.026946591213345528, 0.5060251951217651 +/- 0.16651491820812225, 1.0471973419189453 +/- 0.0, 0.9931952953338623 +/- 0.0028023545164614916, 8.093483924865723 +/- 0.0059053851291537285, 1.7072093486785889
4480, 4.219517230987549, 3.419668436050415 +/- 0.4065612554550171, 0.08909468352794647 +/- 0.030122719705104828, 0.49958211183547974 +/- 0.15032947063446045, 1.0471973419189453 +/- 0.0, 0.9926981925964355 +/- 0.00240120617672801, 8.092925071716309 +/- 0.006666440982371569, 1.707603931427002
4481, 4.522343158721924, 3.3105814456939697 +/- 0.45943713188171387, 0.08397860825061798 +/- 0.03451485186815262, 0.4415888786315918 +/- 0.14435948431491852, 1.0471973419189453 +/- 0.0, 0.9928601980209351 +/- 0.0024284289684146643, 8.094076156616211 +/- 0.005302255507558584, 1.7079639434814453
4482, 4.273996829986572, 3.377850294113159 +/- 0.4608672261238098, 0.08766093850135803 +/- 0.032313454896211624, 0.47239673137664795 +/- 0.17423664033412933, 1.0471973419189453 +/- 0.0, 0.99307781457901 +/- 0.0025030875112861395, 8.093704223632812 +/- 0.005776618607342243, 1.7081658840179443
4483, 4.259648323059082, 3.3049705028533936 +/- 0.3990899324417114, 0.08401921391487122 +/- 0.029367055743932724, 0.43644651770591736 +/- 0.1420333832502365, 1.0471973419189453 +/- 0.0, 0.9932516813278198 +/- 0.0024816079530864954, 8.092647552490234 +/- 0.006646252702921629, 1.7070841789245605
4484, 4.140377521514893, 3.3759827613830566 +/- 0.42264488339424133, 0.08592527359724045 +/- 0.027901018038392067, 0.4881414771080017 +/- 0.18859387934207916, 1.0471973419189453 +/- 0.0, 0.993232250213623 +/- 0.002424689708277583, 8.093682289123535 +/- 0.005036659073084593, 1.7079131603240967
4485, 4.418867588043213, 3.4950695037841797 +/- 0.45793330669403076, 0.09251104295253754 +/- 0.03179202601313591, 0.5405404567718506 +/- 0.18384923040866852, 1.0471973419189453 +/- 0.0, 0.9928976893424988 +/- 0.0031678888481110334, 8.09348201751709 +/- 0.005382018629461527, 1.708108901977539
4486, 4.0128912925720215, 3.369556427001953 +/- 0.3723941743373871, 0.08676023781299591 +/- 0.027200935408473015, 0.4725096821784973 +/- 0.15042193233966827, 1.0471973419189453 +/- 0.0, 0.9927600622177124 +/- 0.0029204317834228277, 8.093400001525879 +/- 0.00640384154394269, 1.7099823951721191
4487, 4.58814811706543, 3.4623942375183105 +/- 0.48065894842147827, 0.0909523144364357 +/- 0.03172916918992996, 0.5235530138015747 +/- 0.21340970695018768, 1.0471973419189453 +/- 0.0, 0.9930615425109863 +/- 0.003283856902271509, 8.09370231628418 +/- 0.0038960531819611788, 1.7087647914886475
4488, 4.522666931152344, 3.381290912628174 +/- 0.41256311535835266, 0.08753616362810135 +/- 0.028663866221904755, 0.47667938470840454 +/- 0.16957680881023407, 1.0471973419189453 +/- 0.0, 0.9929300546646118 +/- 0.002947215922176838, 8.093530654907227 +/- 0.006633090786635876, 1.7079849243164062
4489, 4.350994110107422, 3.421675205230713 +/- 0.3739064633846283, 0.08770586550235748 +/- 0.024410661309957504, 0.5151427388191223 +/- 0.17421433329582214, 1.0471973419189453 +/- 0.0, 0.9924688935279846 +/- 0.0025765381287783384, 8.092552185058594 +/- 0.005819797981530428, 1.7075309753417969
4490, 4.546759605407715, 3.418764114379883 +/- 0.4665919542312622, 0.09015016257762909 +/- 0.03312292695045471, 0.4883621335029602 +/- 0.17571809887886047, 1.0471973419189453 +/- 0.0, 0.9930543899536133 +/- 0.0025918122846633196, 8.093618392944336 +/- 0.005736232735216618, 1.7064611911773682
4491, 4.619011878967285, 3.323408603668213 +/- 0.3865487575531006, 0.0852358341217041 +/- 0.028549285605549812, 0.4423385262489319 +/- 0.13511499762535095, 1.0471973419189453 +/- 0.0, 0.9931285381317139 +/- 0.0024837120436131954, 8.09349250793457 +/- 0.005490085110068321, 1.706038236618042
4492, 3.9695868492126465, 3.388154983520508 +/- 0.397848516702652, 0.08794662356376648 +/- 0.028166383504867554, 0.47997111082077026 +/- 0.1633271872997284, 1.0471973419189453 +/- 0.0, 0.9933739900588989 +/- 0.003045924473553896, 8.093598365783691 +/- 0.005586412735283375, 1.7062129974365234
4493, 3.491471290588379, 3.3816514015197754 +/- 0.46532952785491943, 0.08821918070316315 +/- 0.03364063426852226, 0.4704276919364929 +/- 0.16020475327968597, 1.0471973419189453 +/- 0.0, 0.9929883480072021 +/- 0.0029619005508720875, 8.092952728271484 +/- 0.004780121147632599, 1.7055344581604004
4494, 4.425591468811035, 3.363145351409912 +/- 0.4021940529346466, 0.08875197172164917 +/- 0.029667530208826065, 0.446671724319458 +/- 0.13798685371875763, 1.0471973419189453 +/- 0.0, 0.9933661222457886 +/- 0.003260410623624921, 8.09395980834961 +/- 0.0035428544506430626, 1.7061727046966553
4495, 4.328342437744141, 3.3748698234558105 +/- 0.4507121741771698, 0.08702243119478226 +/- 0.03256974741816521, 0.47502249479293823 +/- 0.16810740530490875, 1.0471973419189453 +/- 0.0, 0.9928184151649475 +/- 0.0032248625066131353, 8.09370231628418 +/- 0.005606908816844225, 1.7054827213287354
4496, 3.6718251705169678, 3.40618896484375 +/- 0.4409044086933136, 0.08741557598114014 +/- 0.03236059471964836, 0.5033044815063477 +/- 0.1547827124595642, 1.0471973419189453 +/- 0.0, 0.9930400848388672 +/- 0.0024895151145756245, 8.093059539794922 +/- 0.0067017595283687115, 1.7055563926696777
4497, 4.034764766693115, 3.3610005378723145 +/- 0.41257426142692566, 0.08595720678567886 +/- 0.029642971232533455, 0.4726440906524658 +/- 0.15457595884799957, 1.0471973419189453 +/- 0.0, 0.9930108785629272 +/- 0.0024123317562043667, 8.093271255493164 +/- 0.006621440872550011, 1.7057099342346191
4498, 4.0855278968811035, 3.343621253967285 +/- 0.4083152711391449, 0.08542047441005707 +/- 0.028958668932318687, 0.46136441826820374 +/- 0.15943819284439087, 1.0471973419189453 +/- 0.0, 0.9934396743774414 +/- 0.0022145824041217566, 8.093031883239746 +/- 0.004663465078920126, 1.7059414386749268
4499, 3.964702606201172, 3.3218345642089844 +/- 0.4123987853527069, 0.08479664474725723 +/- 0.029130373150110245, 0.44500985741615295 +/- 0.15950608253479004, 1.0471973419189453 +/- 0.0, 0.9929910898208618 +/- 0.0023203666787594557, 8.093628883361816 +/- 0.0043046665377914906, 1.7060630321502686
4500, 4.688826560974121, 3.3282084465026855 +/- 0.38133665919303894, 0.08571753650903702 +/- 0.027789833024144173, 0.44249147176742554 +/- 0.13950148224830627, 1.0471973419189453 +/- 0.0, 0.9933476448059082 +/- 0.0025808699429035187, 8.093801498413086 +/- 0.00527535006403923, 1.706005573272705
4501, 4.336511611938477, 3.418987274169922 +/- 0.455178827047348, 0.09009462594985962 +/- 0.03448231518268585, 0.4899270534515381 +/- 0.14509046077728271, 1.0471973419189453 +/- 0.0, 0.9932494163513184 +/- 0.0020857038907706738, 8.092487335205078 +/- 0.006381652783602476, 1.706348180770874
4502, 4.489954471588135, 3.3621339797973633 +/- 0.4243343472480774, 0.08873458951711655 +/- 0.03177309036254883, 0.44552016258239746 +/- 0.13967561721801758, 1.0471973419189453 +/- 0.0, 0.9930745959281921 +/- 0.0034307255409657955, 8.093177795410156 +/- 0.00553470803424716, 1.7061800956726074
4503, 4.291722297668457, 3.402035713195801 +/- 0.42894554138183594, 0.08843604475259781 +/- 0.031036993488669395, 0.48921579122543335 +/- 0.15637516975402832, 1.0471973419189453 +/- 0.0, 0.993313193321228 +/- 0.0025669685564935207, 8.093317031860352 +/- 0.004608020186424255, 1.7065105438232422
4504, 3.765068769454956, 3.297719955444336 +/- 0.40778249502182007, 0.0827895775437355 +/- 0.030363397672772408, 0.44086819887161255 +/- 0.13636203110218048, 1.0471973419189453 +/- 0.0, 0.9930436015129089 +/- 0.002691105706617236, 8.093570709228516 +/- 0.0038348245434463024, 1.7069506645202637
4505, 4.115001201629639, 3.387843132019043 +/- 0.4526730477809906, 0.08780796080827713 +/- 0.03303408995270729, 0.4810360372066498 +/- 0.16057616472244263, 1.0471973419189453 +/- 0.0, 0.9932969808578491 +/- 0.0029146955348551273, 8.093538284301758 +/- 0.005855890456587076, 1.7054736614227295
4506, 3.8243417739868164, 3.2837119102478027 +/- 0.4555574953556061, 0.08276765793561935 +/- 0.03414124995470047, 0.42737534642219543 +/- 0.14166775345802307, 1.0471973419189453 +/- 0.0, 0.9933140277862549 +/- 0.0024726728443056345, 8.094313621520996 +/- 0.005697448737919331, 1.7070229053497314
4507, 3.9556164741516113, 3.3949248790740967 +/- 0.3862910568714142, 0.08867456018924713 +/- 0.027556248009204865, 0.4794296622276306 +/- 0.15159457921981812, 1.0471973419189453 +/- 0.0, 0.9935000538825989 +/- 0.0030841894913464785, 8.094293594360352 +/- 0.004962385166436434, 1.7061092853546143
4508, 4.239038467407227, 3.3647618293762207 +/- 0.39472270011901855, 0.08615794032812119 +/- 0.026875298470258713, 0.47421514987945557 +/- 0.17320945858955383, 1.0471973419189453 +/- 0.0, 0.9929803609848022 +/- 0.0024107203353196383, 8.093832969665527 +/- 0.004526609554886818, 1.7070226669311523
4509, 4.207123279571533, 3.3466908931732178 +/- 0.3976922333240509, 0.0831199511885643 +/- 0.028499595820903778, 0.48642653226852417 +/- 0.15450847148895264, 1.0471973419189453 +/- 0.0, 0.9927423000335693 +/- 0.00213063508272171, 8.09337329864502 +/- 0.005710471887141466, 1.7047536373138428
4510, 4.328436851501465, 3.3143444061279297 +/- 0.38390079140663147, 0.0836183950304985 +/- 0.027102768421173096, 0.44902822375297546 +/- 0.1495710164308548, 1.0471973419189453 +/- 0.0, 0.9931368827819824 +/- 0.0029304951895028353, 8.094252586364746 +/- 0.004745221231132746, 1.7071526050567627
4511, 4.592523574829102, 3.3168909549713135 +/- 0.42940863966941833, 0.08216919749975204 +/- 0.031661152839660645, 0.46676206588745117 +/- 0.1500471830368042, 1.0471973419189453 +/- 0.0, 0.9931966662406921 +/- 0.002335171215236187, 8.09305191040039 +/- 0.0044704619795084, 1.7058992385864258
4512, 3.9532511234283447, 3.370178461074829 +/- 0.4267076551914215, 0.08700032532215118 +/- 0.03071492910385132, 0.47181236743927 +/- 0.15736334025859833, 1.0471973419189453 +/- 0.0, 0.9933968782424927 +/- 0.0024171476252377033, 8.093673706054688 +/- 0.004852962214499712, 1.7075166702270508
4513, 4.219858169555664, 3.2996959686279297 +/- 0.4328317940235138, 0.0844293162226677 +/- 0.03193877637386322, 0.426658570766449 +/- 0.14462043344974518, 1.0471973419189453 +/- 0.0, 0.9931790828704834 +/- 0.0026305655483156443, 8.093599319458008 +/- 0.005144237075001001, 1.7073009014129639
4514, 3.687796115875244, 3.3384385108947754 +/- 0.3725663721561432, 0.08391554653644562 +/- 0.02705526165664196, 0.47060760855674744 +/- 0.13965259492397308, 1.0471973419189453 +/- 0.0, 0.993240475654602 +/- 0.0025807402562350035, 8.093761444091797 +/- 0.006329016759991646, 1.7086641788482666
4515, 4.049367904663086, 3.2892420291900635 +/- 0.4039536714553833, 0.08161434531211853 +/- 0.027615472674369812, 0.4442450702190399 +/- 0.17494162917137146, 1.0471973419189453 +/- 0.0, 0.9931526780128479 +/- 0.002688043052330613, 8.093770027160645 +/- 0.003979086875915527, 1.7076647281646729
4516, 4.375957489013672, 3.3302769660949707 +/- 0.4360150396823883, 0.0839792937040329 +/- 0.031103041023015976, 0.4624643921852112 +/- 0.1546856313943863, 1.0471973419189453 +/- 0.0, 0.9936363101005554 +/- 0.0024321565870195627, 8.093513488769531 +/- 0.0064284238032996655, 1.7065556049346924
4517, 4.01140022277832, 3.346684694290161 +/- 0.4229761064052582, 0.08514678478240967 +/- 0.029448365792632103, 0.4659692049026489 +/- 0.16494375467300415, 1.0471973419189453 +/- 0.0, 0.992900550365448 +/- 0.002582818502560258, 8.094161987304688 +/- 0.00448680529370904, 1.7059216499328613
4518, 4.061029434204102, 3.365610122680664 +/- 0.4193698465824127, 0.08731861412525177 +/- 0.03139764443039894, 0.4642389416694641 +/- 0.14369088411331177, 1.0471973419189453 +/- 0.0, 0.9934192299842834 +/- 0.0024669556878507137, 8.092982292175293 +/- 0.0057297456078231335, 1.7064731121063232
4519, 4.073348522186279, 3.408205270767212 +/- 0.4034544825553894, 0.08834129571914673 +/- 0.02810037136077881, 0.49500128626823425 +/- 0.1623753011226654, 1.0471973419189453 +/- 0.0, 0.9928327798843384 +/- 0.003309528809040785, 8.094234466552734 +/- 0.0050599644891917706, 1.7062351703643799
4520, 3.900895595550537, 3.229715347290039 +/- 0.3949989080429077, 0.07946369796991348 +/- 0.029005415737628937, 0.40627214312553406 +/- 0.1334819197654724, 1.0471973419189453 +/- 0.0, 0.9930126070976257 +/- 0.0021659494377672672, 8.093818664550781 +/- 0.005283540580421686, 1.706550121307373
4521, 4.150167942047119, 3.2626519203186035 +/- 0.3689333498477936, 0.07951183617115021 +/- 0.02655126340687275, 0.4392969012260437 +/- 0.1426113247871399, 1.0471973419189453 +/- 0.0, 0.99351567029953 +/- 0.0022989059798419476, 8.094014167785645 +/- 0.007049956824630499, 1.7071287631988525
4522, 3.8603830337524414, 3.34779953956604 +/- 0.4672732651233673, 0.08429712802171707 +/- 0.03385978192090988, 0.476001113653183 +/- 0.16987328231334686, 1.0471973419189453 +/- 0.0, 0.9931525588035583 +/- 0.002450961386784911, 8.09415054321289 +/- 0.005120650865137577, 1.7076725959777832
4523, 4.106355667114258, 3.3735084533691406 +/- 0.43348097801208496, 0.08706416189670563 +/- 0.032332636415958405, 0.47403568029403687 +/- 0.14466772973537445, 1.0471973419189453 +/- 0.0, 0.9931491613388062 +/- 0.0028668749146163464, 8.093263626098633 +/- 0.006768496707081795, 1.7073609828948975
4524, 3.6729800701141357, 3.3298709392547607 +/- 0.4271182119846344, 0.085595041513443 +/- 0.030978651717305183, 0.4453408122062683 +/- 0.158954918384552, 1.0471973419189453 +/- 0.0, 0.993361234664917 +/- 0.0026074228808283806, 8.09397029876709 +/- 0.003945403732359409, 1.7057921886444092
4525, 4.4159674644470215, 3.3574025630950928 +/- 0.41299283504486084, 0.08465058356523514 +/- 0.028723163530230522, 0.48177480697631836 +/- 0.1683497130870819, 1.0471973419189453 +/- 0.0, 0.9933353662490845 +/- 0.0035684637259691954, 8.093626976013184 +/- 0.0059072235599160194, 1.7068507671356201
4526, 4.494351387023926, 3.3263087272644043 +/- 0.41625741124153137, 0.0855657234787941 +/- 0.03096078522503376, 0.4420963227748871 +/- 0.13585782051086426, 1.0471973419189453 +/- 0.0, 0.9930970668792725 +/- 0.0023560451809316874, 8.092939376831055 +/- 0.005155319347977638, 1.706233263015747
4527, 4.310362815856934, 3.2984519004821777 +/- 0.40766534209251404, 0.08344665169715881 +/- 0.02845790982246399, 0.4354144334793091 +/- 0.16027973592281342, 1.0471973419189453 +/- 0.0, 0.9933344125747681 +/- 0.0024499420542269945, 8.094110488891602 +/- 0.0045701065100729465, 1.7069616317749023
4528, 3.738184928894043, 3.301565647125244 +/- 0.4023672938346863, 0.08262397348880768 +/- 0.028594443574547768, 0.4469544589519501 +/- 0.15493647754192352, 1.0471973419189453 +/- 0.0, 0.9934016466140747 +/- 0.0024087957572191954, 8.09375 +/- 0.004163860809057951, 1.7050457000732422
4529, 3.8497531414031982, 3.383146286010742 +/- 0.4712703227996826, 0.08524741977453232 +/- 0.03249436989426613, 0.5016928911209106 +/- 0.19053639471530914, 1.0471973419189453 +/- 0.0, 0.9930328130722046 +/- 0.0024979624431580305, 8.094003677368164 +/- 0.005121413618326187, 1.707226037979126
4530, 4.538032054901123, 3.341442584991455 +/- 0.4076938331127167, 0.08437193185091019 +/- 0.0304083414375782, 0.4687288999557495 +/- 0.13967856764793396, 1.0471973419189453 +/- 0.0, 0.992831289768219 +/- 0.0022507088724523783, 8.093395233154297 +/- 0.004970854613929987, 1.7068908214569092
4531, 3.960034132003784, 3.3517894744873047 +/- 0.4062671363353729, 0.08646033704280853 +/- 0.029890503734350204, 0.4590410888195038 +/- 0.1446499526500702, 1.0471973419189453 +/- 0.0, 0.9937812089920044 +/- 0.0028345740865916014, 8.093896865844727 +/- 0.006151610519737005, 1.707263469696045
4532, 4.390117645263672, 3.3177602291107178 +/- 0.38466453552246094, 0.08372171223163605 +/- 0.02784394659101963, 0.45056021213531494 +/- 0.1443103402853012, 1.0471973419189453 +/- 0.0, 0.992518424987793 +/- 0.0030028540641069412, 8.093935012817383 +/- 0.005006038583815098, 1.707840919494629
4533, 4.179133415222168, 3.3266396522521973 +/- 0.39829021692276, 0.08294285088777542 +/- 0.028012238442897797, 0.4686061143875122 +/- 0.15585553646087646, 1.0471973419189453 +/- 0.0, 0.9932982921600342 +/- 0.0021935913246124983, 8.094529151916504 +/- 0.004944647196680307, 1.7082786560058594
4534, 3.717561721801758, 3.2952232360839844 +/- 0.42108407616615295, 0.0827319324016571 +/- 0.030012721195816994, 0.43947362899780273 +/- 0.15442359447479248, 1.0471973419189453 +/- 0.0, 0.9933439493179321 +/- 0.002415156690403819, 8.093667030334473 +/- 0.00522187864407897, 1.7054989337921143
4535, 4.202877044677734, 3.3887555599212646 +/- 0.39314842224121094, 0.0870940089225769 +/- 0.029252314940094948, 0.4893639087677002 +/- 0.14887915551662445, 1.0471973419189453 +/- 0.0, 0.9933286905288696 +/- 0.0023319614119827747, 8.093828201293945 +/- 0.0052963849157094955, 1.7067666053771973
4536, 3.9849658012390137, 3.3017466068267822 +/- 0.40402039885520935, 0.08129053562879562 +/- 0.027946796268224716, 0.4598865211009979 +/- 0.1654435694217682, 1.0471973419189453 +/- 0.0, 0.9928944110870361 +/- 0.0024716469924896955, 8.093179702758789 +/- 0.006241580471396446, 1.7073278427124023
4537, 4.125518798828125, 3.2565269470214844 +/- 0.37666749954223633, 0.0789158046245575 +/- 0.02731289528310299, 0.43920305371284485 +/- 0.14021797478199005, 1.0471973419189453 +/- 0.0, 0.9934687614440918 +/- 0.0022326877806335688, 8.093606948852539 +/- 0.005196134094148874, 1.7062487602233887
4538, 4.250417709350586, 3.2559804916381836 +/- 0.42152804136276245, 0.0819455087184906 +/- 0.031502414494752884, 0.40845465660095215 +/- 0.1337478756904602, 1.0471973419189453 +/- 0.0, 0.9937338829040527 +/- 0.002651590621098876, 8.093765258789062 +/- 0.0032105366699397564, 1.7081079483032227
4539, 4.052498817443848, 3.270524501800537 +/- 0.4251566529273987, 0.08134213089942932 +/- 0.031116105616092682, 0.4290391206741333 +/- 0.1469046026468277, 1.0471973419189453 +/- 0.0, 0.993624746799469 +/- 0.0024027666077017784, 8.093689918518066 +/- 0.005766131449490786, 1.7059962749481201
4540, 4.287411689758301, 3.2948408126831055 +/- 0.3708628714084625, 0.08217829465866089 +/- 0.026604672893881798, 0.4446896016597748 +/- 0.1373465359210968, 1.0471973419189453 +/- 0.0, 0.9934350848197937 +/- 0.0024281181395053864, 8.093873977661133 +/- 0.004277857020497322, 1.7081100940704346
4541, 4.282637596130371, 3.298523426055908 +/- 0.3990774154663086, 0.08216805756092072 +/- 0.029098879545927048, 0.4480453133583069 +/- 0.1428949534893036, 1.0471973419189453 +/- 0.0, 0.993272602558136 +/- 0.002477192785590887, 8.094633102416992 +/- 0.004220560658723116, 1.707641839981079
4542, 4.0424909591674805, 3.248317241668701 +/- 0.3936992585659027, 0.08075486123561859 +/- 0.029296932741999626, 0.41227447986602783 +/- 0.13039328157901764, 1.0471973419189453 +/- 0.0, 0.9935442805290222 +/- 0.0027216984890401363, 8.094344139099121 +/- 0.004025836940854788, 1.7108616828918457
4543, 4.108351707458496, 3.339587450027466 +/- 0.40345022082328796, 0.0836482048034668 +/- 0.029174773022532463, 0.475056529045105 +/- 0.15112344920635223, 1.0471973419189453 +/- 0.0, 0.9933822154998779 +/- 0.0020697065629065037, 8.092964172363281 +/- 0.0052091036923229694, 1.709887981414795
4544, 4.196213245391846, 3.2702107429504395 +/- 0.39220577478408813, 0.08037705719470978 +/- 0.02953709475696087, 0.43803393840789795 +/- 0.13239504396915436, 1.0471973419189453 +/- 0.0, 0.9935567378997803 +/- 0.002421112498268485, 8.094674110412598 +/- 0.004503095988184214, 1.7087583541870117
4545, 4.508858680725098, 3.3289880752563477 +/- 0.397183895111084, 0.08468286693096161 +/- 0.028642818331718445, 0.45344871282577515 +/- 0.14688460528850555, 1.0471973419189453 +/- 0.0, 0.9934424757957458 +/- 0.003081363858655095, 8.093844413757324 +/- 0.005213516764342785, 1.7079472541809082
4546, 3.9069581031799316, 3.2274417877197266 +/- 0.41220822930336, 0.07777626067399979 +/- 0.029978862032294273, 0.4205530881881714 +/- 0.14168097078800201, 1.0471973419189453 +/- 0.0, 0.9928587675094604 +/- 0.0022650447208434343, 8.094053268432617 +/- 0.006364088039845228, 1.7111120223999023
4547, 3.9028468132019043, 3.213338851928711 +/- 0.35341066122055054, 0.07885955274105072 +/- 0.026208726689219475, 0.3969210386276245 +/- 0.12316924333572388, 1.0471973419189453 +/- 0.0, 0.9939122200012207 +/- 0.0023010545410215855, 8.09434700012207 +/- 0.00513521209359169, 1.7094058990478516
4548, 4.325079441070557, 3.3402812480926514 +/- 0.46011871099472046, 0.08390471339225769 +/- 0.032747525721788406, 0.4734286069869995 +/- 0.1785483956336975, 1.0471973419189453 +/- 0.0, 0.9938856959342957 +/- 0.0023895101621747017, 8.093984603881836 +/- 0.004600044805556536, 1.7086944580078125
4549, 3.3716845512390137, 3.298257827758789 +/- 0.42753422260284424, 0.08240754157304764 +/- 0.030404822900891304, 0.4454250931739807 +/- 0.16437748074531555, 1.0471973419189453 +/- 0.0, 0.9931363463401794 +/- 0.002442358760163188, 8.093799591064453 +/- 0.003475453006103635, 1.7095232009887695
4550, 3.6530513763427734, 3.201448440551758 +/- 0.37782931327819824, 0.07818183302879333 +/- 0.028192810714244843, 0.3911202847957611 +/- 0.1219329684972763, 1.0471973419189453 +/- 0.0, 0.9933717250823975 +/- 0.0024950974620878696, 8.093975067138672 +/- 0.00454798573628068, 1.70784592628479
4551, 4.017505645751953, 3.23287034034729 +/- 0.38353052735328674, 0.07999743521213531 +/- 0.027495145797729492, 0.40425676107406616 +/- 0.14019781351089478, 1.0471973419189453 +/- 0.0, 0.9935994148254395 +/- 0.0029619571287184954, 8.094659805297852 +/- 0.004606634844094515, 1.7083394527435303
4552, 3.706742286682129, 3.2784667015075684 +/- 0.4274256229400635, 0.08075350522994995 +/- 0.030773630365729332, 0.4426684081554413 +/- 0.1530817300081253, 1.0471973419189453 +/- 0.0, 0.993588924407959 +/- 0.0021276166662573814, 8.09480094909668 +/- 0.0061242785304784775, 1.7102692127227783
4553, 4.1504225730896, 3.194791316986084 +/- 0.40893808007240295, 0.07774070650339127 +/- 0.03070579096674919, 0.3895761966705322 +/- 0.1244405135512352, 1.0471973419189453 +/- 0.0, 0.993926465511322 +/- 0.0023794863373041153, 8.094213485717773 +/- 0.004571675322949886, 1.711409091949463
4554, 3.5646119117736816, 3.275907516479492 +/- 0.3401337265968323, 0.08038516342639923 +/- 0.024241646751761436, 0.4443996548652649 +/- 0.1346132457256317, 1.0471973419189453 +/- 0.0, 0.9939197301864624 +/- 0.0020060802344232798, 8.094226837158203 +/- 0.0053580813109874725, 1.7085239887237549
4555, 4.064978122711182, 3.250795364379883 +/- 0.3740154504776001, 0.07941222935914993 +/- 0.02767992950975895, 0.428877055644989 +/- 0.12966573238372803, 1.0471973419189453 +/- 0.0, 0.993860125541687 +/- 0.0021825325675308704, 8.094200134277344 +/- 0.006438280921429396, 1.7101819515228271
4556, 4.659852981567383, 3.2896878719329834 +/- 0.43147772550582886, 0.08289781212806702 +/- 0.03068537823855877, 0.4326557517051697 +/- 0.16143228113651276, 1.0471973419189453 +/- 0.0, 0.9935243725776672 +/- 0.002223760588094592, 8.093464851379395 +/- 0.0045524947345256805, 1.7098536491394043
4557, 3.954667568206787, 3.2749452590942383 +/- 0.39745065569877625, 0.08015533536672592 +/- 0.028968501836061478, 0.44529926776885986 +/- 0.1521732211112976, 1.0471973419189453 +/- 0.0, 0.9937888979911804 +/- 0.002641909522935748, 8.094146728515625 +/- 0.00481248227879405, 1.7112336158752441
4558, 4.276003837585449, 3.228940963745117 +/- 0.40317898988723755, 0.07828028500080109 +/- 0.029803797602653503, 0.4178380072116852 +/- 0.1395912766456604, 1.0471973419189453 +/- 0.0, 0.9936457872390747 +/- 0.0025164519902318716, 8.09451675415039 +/- 0.004633339587599039, 1.7088754177093506
4559, 3.7426910400390625, 3.310098886489868 +/- 0.4604843854904175, 0.08318793773651123 +/- 0.03339393064379692, 0.4494686722755432 +/- 0.15653346478939056, 1.0471973419189453 +/- 0.0, 0.9933944940567017 +/- 0.0026858653873205185, 8.094663619995117 +/- 0.005249388515949249, 1.709594964981079
4560, 4.042191028594971, 3.262545108795166 +/- 0.3992365598678589, 0.08115796744823456 +/- 0.029071921482682228, 0.4224987030029297 +/- 0.14530116319656372, 1.0471973419189453 +/- 0.0, 0.9933663010597229 +/- 0.002395781921222806, 8.093968391418457 +/- 0.005469172261655331, 1.7108829021453857
4561, 5.605052947998047, 3.185689926147461 +/- 0.4168006181716919, 0.07568049430847168 +/- 0.03076096437871456, 0.40069109201431274 +/- 0.13964857161045074, 1.0471973419189453 +/- 0.0, 0.993686854839325 +/- 0.0023616214748471975, 8.094602584838867 +/- 0.00505975354462862, 1.7090542316436768
4562, 3.7493669986724854, 3.240281581878662 +/- 0.40962061285972595, 0.07988110929727554 +/- 0.029983660206198692, 0.4133971929550171 +/- 0.13532963395118713, 1.0471973419189453 +/- 0.0, 0.9937024116516113 +/- 0.002821706933900714, 8.093244552612305 +/- 0.00593027425929904, 1.7090818881988525
