Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
389, 12.129877090454102, 12.465261459350586 +/- 0.6945275664329529, 0.826038122177124 +/- 0.0465511754155159, 1.902101755142212 +/- 0.3846835196018219, 1.0471973419189453 +/- 0.0, 0.9477776288986206 +/- 0.009656840935349464, 8.082942962646484 +/- 0.011053494177758694, 1.7108194828033447
390, 12.468124389648438, 12.409061431884766 +/- 0.6035313010215759, 0.8233529329299927 +/- 0.04636835306882858, 1.8834354877471924 +/- 0.29215097427368164, 1.0471973419189453 +/- 0.0, 0.9486302137374878 +/- 0.008681760169565678, 8.082695960998535 +/- 0.014470981433987617, 1.709834337234497
391, 12.105024337768555, 12.67513656616211 +/- 0.7580224871635437, 0.8288465738296509 +/- 0.046364251524209976, 2.086026668548584 +/- 0.4433915615081787, 1.0471973419189453 +/- 0.0, 0.9482840299606323 +/- 0.010778731666505337, 8.086289405822754 +/- 0.01098660472780466, 1.7092998027801514
392, 12.005743026733398, 12.246535301208496 +/- 0.5839843153953552, 0.8154454231262207 +/- 0.04810970276594162, 1.7768065929412842 +/- 0.2224159836769104, 1.0471973419189453 +/- 0.0, 0.9465049505233765 +/- 0.00865636020898819, 8.086435317993164 +/- 0.013837105594575405, 1.7099432945251465
393, 12.161964416503906, 12.430841445922852 +/- 0.6691137552261353, 0.8206292390823364 +/- 0.04267124831676483, 1.9408665895462036 +/- 0.400165855884552, 1.0471973419189453 +/- 0.0, 0.9494658708572388 +/- 0.008778897114098072, 8.08242416381836 +/- 0.010941272601485252, 1.7104284763336182
394, 12.338135719299316, 12.524009704589844 +/- 0.8968641757965088, 0.8226137161254883 +/- 0.045567914843559265, 2.0005640983581543 +/- 0.6059334874153137, 1.0471973419189453 +/- 0.0, 0.9484821557998657 +/- 0.009037735871970654, 8.09492301940918 +/- 0.019192827865481377, 1.7074425220489502
395, 12.045433044433594, 12.229412078857422 +/- 0.5801523327827454, 0.8129764199256897 +/- 0.04625760018825531, 1.8045566082000732 +/- 0.2427925020456314, 1.0471973419189453 +/- 0.0, 0.9478389024734497 +/- 0.007434319704771042, 8.069948196411133 +/- 0.022231820970773697, 1.7087483406066895
396, 12.207539558410645, 12.42910385131836 +/- 0.7169856429100037, 0.8199425339698792 +/- 0.047389496117830276, 1.9430646896362305 +/- 0.4182092845439911, 1.0471973419189453 +/- 0.0, 0.9489814043045044 +/- 0.008617345243692398, 8.07558822631836 +/- 0.012323041446506977, 1.7082839012145996
397, 12.022993087768555, 12.489686965942383 +/- 0.8121614456176758, 0.8184846639633179 +/- 0.045956507325172424, 2.018420696258545 +/- 0.5383211970329285, 1.0471973419189453 +/- 0.0, 0.9490848779678345 +/- 0.008930377662181854, 8.076835632324219 +/- 0.02156084030866623, 1.7083823680877686
398, 11.845497131347656, 12.191549301147461 +/- 0.6441665887832642, 0.8092885613441467 +/- 0.044513240456581116, 1.7972161769866943 +/- 0.34628304839134216, 1.0471973419189453 +/- 0.0, 0.9475157856941223 +/- 0.009220918640494347, 8.069944381713867 +/- 0.00942146684974432, 1.709758996963501
399, 13.8270845413208, 12.252571105957031 +/- 0.649760901927948, 0.8107194900512695 +/- 0.04435098171234131, 1.8462177515029907 +/- 0.36969467997550964, 1.0471973419189453 +/- 0.0, 0.9478436708450317 +/- 0.008421726524829865, 8.080146789550781 +/- 0.021947253495454788, 1.7091362476348877
400, 12.550700187683105, 12.525944709777832 +/- 0.7626446485519409, 0.8164401650428772 +/- 0.04470650106668472, 2.07970929145813 +/- 0.5041550397872925, 1.0471973419189453 +/- 0.0, 0.9498019218444824 +/- 0.008784263394773006, 8.088529586791992 +/- 0.014442943036556244, 1.709670066833496
401, 11.95594310760498, 12.344820976257324 +/- 0.70396488904953, 0.8142204284667969 +/- 0.047251686453819275, 1.9173920154571533 +/- 0.37550875544548035, 1.0471973419189453 +/- 0.0, 0.949121356010437 +/- 0.008335203863680363, 8.077655792236328 +/- 0.010443029925227165, 1.7116875648498535
402, 11.938474655151367, 12.352356910705566 +/- 0.7506830096244812, 0.8120521306991577 +/- 0.047261569648981094, 1.9392646551132202 +/- 0.4816921651363373, 1.0471973419189453 +/- 0.0, 0.9484648704528809 +/- 0.008778560906648636, 8.077108383178711 +/- 0.01229305099695921, 1.7116200923919678
403, 12.594310760498047, 12.342414855957031 +/- 0.7128705382347107, 0.8094547986984253 +/- 0.04574238508939743, 1.9611515998840332 +/- 0.419721394777298, 1.0471973419189453 +/- 0.0, 0.9493041038513184 +/- 0.008512760512530804, 8.089839935302734 +/- 0.011273701675236225, 1.7115082740783691
404, 12.077241897583008, 12.215450286865234 +/- 0.5634558796882629, 0.805637776851654 +/- 0.04316622391343117, 1.8653149604797363 +/- 0.2736143469810486, 1.0471973419189453 +/- 0.0, 0.9486669301986694 +/- 0.010078522376716137, 8.080366134643555 +/- 0.010271846316754818, 1.7101895809173584
405, 12.368828773498535, 12.393661499023438 +/- 0.7980553507804871, 0.8079906702041626 +/- 0.04605564847588539, 2.0248024463653564 +/- 0.5328242778778076, 1.0471973419189453 +/- 0.0, 0.9489425420761108 +/- 0.009430354461073875, 8.077488899230957 +/- 0.014097727835178375, 1.7096490859985352
406, 11.874963760375977, 12.018336296081543 +/- 0.5821532011032104, 0.7966669797897339 +/- 0.045259155333042145, 1.753058671951294 +/- 0.256923109292984, 1.0471973419189453 +/- 0.0, 0.947716236114502 +/- 0.008724520914256573, 8.070549964904785 +/- 0.010715370066463947, 1.7077052593231201
407, 11.885443687438965, 12.295499801635742 +/- 0.7922877669334412, 0.8033397197723389 +/- 0.049517884850502014, 1.9895761013031006 +/- 0.45515429973602295, 1.0471973419189453 +/- 0.0, 0.9499865770339966 +/- 0.008199479430913925, 8.062678337097168 +/- 0.010635669343173504, 1.7072486877441406
408, 11.854839324951172, 12.086729049682617 +/- 0.5933175683021545, 0.7969022989273071 +/- 0.04325032979249954, 1.8255975246429443 +/- 0.2833293676376343, 1.0471973419189453 +/- 0.0, 0.948582649230957 +/- 0.007554217707365751, 8.088106155395508 +/- 0.015469369478523731, 1.7064290046691895
409, 11.78805160522461, 12.00143051147461 +/- 0.6334792971611023, 0.7918390035629272 +/- 0.045170702040195465, 1.780624270439148 +/- 0.35165467858314514, 1.0471973419189453 +/- 0.0, 0.9475547075271606 +/- 0.009210209362208843, 8.075526237487793 +/- 0.010297009721398354, 1.7085599899291992
410, 12.711045265197754, 12.015434265136719 +/- 0.6321879029273987, 0.7884551882743835 +/- 0.04446956142783165, 1.849963665008545 +/- 0.3598116636276245, 1.0471973419189453 +/- 0.0, 0.9496316909790039 +/- 0.007776334416121244, 8.084702491760254 +/- 0.010691487230360508, 1.7083308696746826
411, 12.00943660736084, 12.148469924926758 +/- 0.783257246017456, 0.7939737439155579 +/- 0.04683252051472664, 1.9235832691192627 +/- 0.5201008915901184, 1.0471973419189453 +/- 0.0, 0.9492776393890381 +/- 0.01013158354908228, 8.070435523986816 +/- 0.017519770190119743, 1.7095210552215576
412, 14.620537757873535, 12.076552391052246 +/- 1.031909465789795, 0.78830885887146 +/- 0.04989185556769371, 1.913218379020691 +/- 0.6887486577033997, 1.0471973419189453 +/- 0.0, 0.94938063621521 +/- 0.00907802488654852, 8.063087463378906 +/- 0.023702047765254974, 1.711411714553833
413, 11.52860164642334, 11.933765411376953 +/- 0.7251707911491394, 0.7836689949035645 +/- 0.04807351529598236, 1.8173035383224487 +/- 0.4302716851234436, 1.0471973419189453 +/- 0.0, 0.9495238065719604 +/- 0.008230437524616718, 8.072853088378906 +/- 0.017985045909881592, 1.7102468013763428
414, 12.549965858459473, 12.017618179321289 +/- 0.8395176529884338, 0.7815601229667664 +/- 0.04703648015856743, 1.9253711700439453 +/- 0.548015296459198, 1.0471973419189453 +/- 0.0, 0.9496898055076599 +/- 0.00881919078528881, 8.063029289245605 +/- 0.01874760165810585, 1.707334280014038
415, 11.615582466125488, 11.946126937866211 +/- 0.7947445511817932, 0.779299259185791 +/- 0.047136880457401276, 1.8770506381988525 +/- 0.5076330304145813, 1.0471973419189453 +/- 0.0, 0.9497933387756348 +/- 0.009398402646183968, 8.060720443725586 +/- 0.017776189371943474, 1.708204746246338
416, 11.476766586303711, 11.844396591186523 +/- 0.739637017250061, 0.7719132304191589 +/- 0.0431685596704483, 1.8437916040420532 +/- 0.47072088718414307, 1.0471973419189453 +/- 0.0, 0.9493009448051453 +/- 0.010150931775569916, 8.056514739990234 +/- 0.019354596734046936, 1.7062180042266846
417, 11.801158905029297, 11.905078887939453 +/- 0.8978326320648193, 0.7738901972770691 +/- 0.049951277673244476, 1.899183988571167 +/- 0.5790625810623169, 1.0471973419189453 +/- 0.0, 0.9502403140068054 +/- 0.007739092689007521, 8.05360221862793 +/- 0.024614743888378143, 1.707855224609375
418, 12.065703392028809, 11.585546493530273 +/- 0.5931187868118286, 0.7615939378738403 +/- 0.045508790761232376, 1.685817003250122 +/- 0.2884118854999542, 1.0471973419189453 +/- 0.0, 0.9489819407463074 +/- 0.009052188135683537, 8.06124496459961 +/- 0.010168240405619144, 1.7107362747192383
419, 11.709354400634766, 11.97115707397461 +/- 1.1312044858932495, 0.7691912651062012 +/- 0.05338367447257042, 2.0172035694122314 +/- 0.7561742663383484, 1.0471973419189453 +/- 0.0, 0.9508968591690063 +/- 0.00831576343625784, 8.056055068969727 +/- 0.009386496618390083, 1.7096619606018066
420, 11.361408233642578, 11.745872497558594 +/- 0.7418699860572815, 0.7632256746292114 +/- 0.047890860587358475, 1.840749979019165 +/- 0.43705981969833374, 1.0471973419189453 +/- 0.0, 0.9500216245651245 +/- 0.010492592118680477, 8.048294067382812 +/- 0.02124343067407608, 1.7087223529815674
421, 12.090868949890137, 11.743751525878906 +/- 0.8579468727111816, 0.7590752243995667 +/- 0.04653298854827881, 1.8767421245574951 +/- 0.5652627348899841, 1.0471973419189453 +/- 0.0, 0.9500746726989746 +/- 0.010366140864789486, 8.065032958984375 +/- 0.03183611482381821, 1.7089412212371826
422, 11.31443977355957, 11.809504508972168 +/- 0.7438320517539978, 0.7605609893798828 +/- 0.04450460895895958, 1.9491426944732666 +/- 0.4668896496295929, 1.0471973419189453 +/- 0.0, 0.9517638087272644 +/- 0.008382504805922508, 8.06020736694336 +/- 0.015261593274772167, 1.707493543624878
423, 11.476306915283203, 11.467411041259766 +/- 0.6405956745147705, 0.7494232654571533 +/- 0.0438019223511219, 1.7045111656188965 +/- 0.3432055711746216, 1.0471973419189453 +/- 0.0, 0.9495787024497986 +/- 0.008021405898034573, 8.032011032104492 +/- 0.01809695176780224, 1.7084541320800781
424, 11.551091194152832, 11.698368072509766 +/- 0.8312076926231384, 0.7540397644042969 +/- 0.04285772517323494, 1.896117925643921 +/- 0.5743641257286072, 1.0471973419189453 +/- 0.0, 0.9512292742729187 +/- 0.00952740479260683, 8.059669494628906 +/- 0.018246807157993317, 1.7074620723724365
425, 11.159671783447266, 11.516541481018066 +/- 0.7340040802955627, 0.7474391460418701 +/- 0.0466102734208107, 1.7817442417144775 +/- 0.4533095061779022, 1.0471973419189453 +/- 0.0, 0.9508607387542725 +/- 0.007853344082832336, 8.051084518432617 +/- 0.024585723876953125, 1.7073965072631836
426, 11.365242004394531, 11.632170677185059 +/- 0.767733633518219, 0.7497501373291016 +/- 0.04554404690861702, 1.8941013813018799 +/- 0.5050785541534424, 1.0471973419189453 +/- 0.0, 0.9521899223327637 +/- 0.0075194016098976135, 8.025335311889648 +/- 0.02438546158373356, 1.7094335556030273
427, 10.98962116241455, 11.537710189819336 +/- 0.7905715703964233, 0.745702862739563 +/- 0.05076199024915695, 1.8264625072479248 +/- 0.4565149247646332, 1.0471973419189453 +/- 0.0, 0.9512348771095276 +/- 0.007215892896056175, 8.04483699798584 +/- 0.015019865706562996, 1.7087581157684326
428, 11.331049919128418, 11.569337844848633 +/- 0.8265196681022644, 0.7442246079444885 +/- 0.047696553170681, 1.8825041055679321 +/- 0.5420523285865784, 1.0471973419189453 +/- 0.0, 0.9520115852355957 +/- 0.008548898622393608, 8.027960777282715 +/- 0.01684393733739853, 1.7073049545288086
429, 13.081472396850586, 11.296911239624023 +/- 0.5436595678329468, 0.7358510494232178 +/- 0.041480425745248795, 1.6722948551177979 +/- 0.2750473618507385, 1.0471973419189453 +/- 0.0, 0.9502575397491455 +/- 0.009562148712575436, 8.038121223449707 +/- 0.024815205484628677, 1.7090036869049072
430, 10.913267135620117, 11.347578048706055 +/- 0.6150145530700684, 0.7365347146987915 +/- 0.04588451609015465, 1.7396386861801147 +/- 0.33803361654281616, 1.0471973419189453 +/- 0.0, 0.9521077275276184 +/- 0.008441302925348282, 8.024395942687988 +/- 0.015580862760543823, 1.7088589668273926
431, 11.113985061645508, 11.398124694824219 +/- 0.7546644806861877, 0.7347582578659058 +/- 0.04906081035733223, 1.807481288909912 +/- 0.44338783621788025, 1.0471973419189453 +/- 0.0, 0.952134370803833 +/- 0.009866944514214993, 8.016852378845215 +/- 0.020419273525476456, 1.7100374698638916
432, 11.432244300842285, 11.198545455932617 +/- 0.8265244364738464, 0.7263985276222229 +/- 0.0509219691157341, 1.6730657815933228 +/- 0.47406667470932007, 1.0471973419189453 +/- 0.0, 0.9506735801696777 +/- 0.008210710249841213, 8.045768737792969 +/- 0.018429875373840332, 1.7078728675842285
433, 11.922750473022461, 11.290979385375977 +/- 0.7073150873184204, 0.7281398177146912 +/- 0.046710316091775894, 1.769775152206421 +/- 0.4445902407169342, 1.0471973419189453 +/- 0.0, 0.9523429870605469 +/- 0.008293735794723034, 8.023231506347656 +/- 0.016060534864664078, 1.7092170715332031
434, 13.396676063537598, 11.609601020812988 +/- 0.9464999437332153, 0.7374175786972046 +/- 0.04890916123986244, 2.0060677528381348 +/- 0.6425914168357849, 1.0471973419189453 +/- 0.0, 0.9536709189414978 +/- 0.009712163358926773, 8.021148681640625 +/- 0.011534490622580051, 1.7087314128875732
435, 11.159698486328125, 11.299970626831055 +/- 0.7825638651847839, 0.7282634973526001 +/- 0.04902973026037216, 1.7816938161849976 +/- 0.47889479994773865, 1.0471973419189453 +/- 0.0, 0.9528518915176392 +/- 0.00824663694947958, 8.026183128356934 +/- 0.01051434874534607, 1.7087774276733398
436, 10.743507385253906, 11.105714797973633 +/- 0.7080765962600708, 0.7203826904296875 +/- 0.04776066169142723, 1.6544303894042969 +/- 0.38056880235671997, 1.0471973419189453 +/- 0.0, 0.9515097737312317 +/- 0.007632633671164513, 8.026006698608398 +/- 0.011386803351342678, 1.7066967487335205
437, 10.924368858337402, 11.359920501708984 +/- 0.8070619702339172, 0.7256344556808472 +/- 0.046290505677461624, 1.8780555725097656 +/- 0.49682798981666565, 1.0471973419189453 +/- 0.0, 0.9539421200752258 +/- 0.0071233101189136505, 8.03325080871582 +/- 0.015515713952481747, 1.7094027996063232
438, 10.809761047363281, 11.259416580200195 +/- 0.6831989884376526, 0.7224474549293518 +/- 0.04579528421163559, 1.8074389696121216 +/- 0.4195815622806549, 1.0471973419189453 +/- 0.0, 0.9535365104675293 +/- 0.007802704814821482, 8.022117614746094 +/- 0.015759430825710297, 1.7099151611328125
439, 11.527496337890625, 11.20256519317627 +/- 0.7685208916664124, 0.7190659046173096 +/- 0.04607723280787468, 1.7677834033966064 +/- 0.4537593126296997, 1.0471973419189453 +/- 0.0, 0.9525783658027649 +/- 0.010059387423098087, 8.036491394042969 +/- 0.021682921797037125, 1.7080755233764648
440, 10.745233535766602, 11.120267868041992 +/- 0.7355433106422424, 0.7160426378250122 +/- 0.05113938823342323, 1.7233272790908813 +/- 0.3806373178958893, 1.0471973419189453 +/- 0.0, 0.9531832933425903 +/- 0.008999182842671871, 8.036943435668945 +/- 0.015053948387503624, 1.7086262702941895
441, 10.822235107421875, 11.193462371826172 +/- 0.8082733750343323, 0.7168934345245361 +/- 0.05090896412730217, 1.7968215942382812 +/- 0.44760361313819885, 1.0471973419189453 +/- 0.0, 0.953669548034668 +/- 0.007480913773179054, 8.029838562011719 +/- 0.008753316476941109, 1.708536148071289
442, 11.001129150390625, 11.094268798828125 +/- 0.7089264392852783, 0.7143614888191223 +/- 0.04721808061003685, 1.7180426120758057 +/- 0.37786126136779785, 1.0471973419189453 +/- 0.0, 0.9532445073127747 +/- 0.008576750755310059, 8.026590347290039 +/- 0.00906434003263712, 1.7086186408996582
443, 12.637959480285645, 11.097696304321289 +/- 0.8392027616500854, 0.7104377150535583 +/- 0.046257972717285156, 1.7557554244995117 +/- 0.5440189838409424, 1.0471973419189453 +/- 0.0, 0.9528872966766357 +/- 0.009078087285161018, 8.029447555541992 +/- 0.011637192219495773, 1.7099485397338867
444, 10.962841033935547, 11.348291397094727 +/- 0.8049389719963074, 0.7172055244445801 +/- 0.05112480744719505, 1.9581255912780762 +/- 0.4981097877025604, 1.0471973419189453 +/- 0.0, 0.9553688764572144 +/- 0.00941512268036604, 8.040210723876953 +/- 0.014595995657145977, 1.708254098892212
445, 10.793103218078613, 11.124881744384766 +/- 0.8733063340187073, 0.7103232741355896 +/- 0.053470246493816376, 1.7979352474212646 +/- 0.5130484700202942, 1.0471973419189453 +/- 0.0, 0.9544494152069092 +/- 0.010032816790044308, 8.024651527404785 +/- 0.01863575354218483, 1.708765983581543
446, 10.596565246582031, 10.998271942138672 +/- 0.8514702320098877, 0.7064161896705627 +/- 0.05799197405576706, 1.6884639263153076 +/- 0.4293344020843506, 1.0471973419189453 +/- 0.0, 0.9524531364440918 +/- 0.010174574330449104, 8.036896705627441 +/- 0.01316965464502573, 1.7093331813812256
447, 10.541646957397461, 11.430587768554688 +/- 1.0388805866241455, 0.7152603268623352 +/- 0.04900289326906204, 2.069486141204834 +/- 0.7493563890457153, 1.0471973419189453 +/- 0.0, 0.9559400081634521 +/- 0.006965218111872673, 8.03807544708252 +/- 0.016511961817741394, 1.7073891162872314
448, 10.9580659866333, 11.05143928527832 +/- 0.6483839154243469, 0.7068983316421509 +/- 0.048273928463459015, 1.7668545246124268 +/- 0.3321097493171692, 1.0471973419189453 +/- 0.0, 0.954958975315094 +/- 0.008995236828923225, 8.018561363220215 +/- 0.017695901915431023, 1.7067666053771973
449, 10.681414604187012, 10.968724250793457 +/- 0.7979897260665894, 0.700297474861145 +/- 0.051504459232091904, 1.731167197227478 +/- 0.447010338306427, 1.0471973419189453 +/- 0.0, 0.953126847743988 +/- 0.009327391162514687, 8.024688720703125 +/- 0.011828255839645863, 1.7069048881530762
450, 10.551424980163574, 10.765096664428711 +/- 0.6396433711051941, 0.6928268671035767 +/- 0.048104800283908844, 1.598893642425537 +/- 0.32323551177978516, 1.0471973419189453 +/- 0.0, 0.9529094099998474 +/- 0.009326139464974403, 8.029937744140625 +/- 0.02115052379667759, 1.7084193229675293
451, 10.31398868560791, 11.017866134643555 +/- 0.8375513553619385, 0.6991747617721558 +/- 0.05308292806148529, 1.8108097314834595 +/- 0.48680710792541504, 1.0471973419189453 +/- 0.0, 0.9553190469741821 +/- 0.009501413442194462, 8.026571273803711 +/- 0.021741285920143127, 1.709913730621338
452, 10.34383487701416, 10.98757553100586 +/- 0.8725132942199707, 0.6968172788619995 +/- 0.04958212003111839, 1.8018146753311157 +/- 0.5485503077507019, 1.0471973419189453 +/- 0.0, 0.954903244972229 +/- 0.008870028890669346, 8.025394439697266 +/- 0.013334272429347038, 1.7090697288513184
453, 10.615482330322266, 10.713151931762695 +/- 0.6407904028892517, 0.6871218681335449 +/- 0.049295276403427124, 1.616394281387329 +/- 0.2958233654499054, 1.0471973419189453 +/- 0.0, 0.954024076461792 +/- 0.010221879929304123, 8.014846801757812 +/- 0.01711307466030121, 1.7101576328277588
454, 11.337197303771973, 10.737689971923828 +/- 0.6475396156311035, 0.6861811876296997 +/- 0.05054701119661331, 1.6562561988830566 +/- 0.33702120184898376, 1.0471973419189453 +/- 0.0, 0.954650342464447 +/- 0.00857373047620058, 8.026448249816895 +/- 0.009547002613544464, 1.7078452110290527
455, 10.26215934753418, 11.099626541137695 +/- 1.0867588520050049, 0.6957918405532837 +/- 0.054267749190330505, 1.9417588710784912 +/- 0.7269107699394226, 1.0471973419189453 +/- 0.0, 0.956551194190979 +/- 0.009206957183778286, 8.01076889038086 +/- 0.010242515243589878, 1.710190773010254
456, 10.854972839355469, 10.651535034179688 +/- 0.6630170345306396, 0.680854320526123 +/- 0.046833302825689316, 1.617206335067749 +/- 0.3262304663658142, 1.0471973419189453 +/- 0.0, 0.9543102979660034 +/- 0.009041611105203629, 8.03542423248291 +/- 0.012027915567159653, 1.7105333805084229
457, 10.07149887084961, 10.904726028442383 +/- 0.9284985065460205, 0.6870466470718384 +/- 0.054579202085733414, 1.835015892982483 +/- 0.5668960213661194, 1.0471973419189453 +/- 0.0, 0.9565873146057129 +/- 0.00822401326149702, 8.016060829162598 +/- 0.01792234741151333, 1.7095775604248047
458, 10.254788398742676, 10.633974075317383 +/- 0.6743170619010925, 0.6782151460647583 +/- 0.04863600805401802, 1.637398600578308 +/- 0.35287684202194214, 1.0471973419189453 +/- 0.0, 0.9549000263214111 +/- 0.007363312877714634, 8.022407531738281 +/- 0.011272716335952282, 1.7090246677398682
459, 10.476398468017578, 10.816619873046875 +/- 0.8206766843795776, 0.6825048923492432 +/- 0.04996652901172638, 1.7924792766571045 +/- 0.4980136454105377, 1.0471973419189453 +/- 0.0, 0.9569422006607056 +/- 0.008106798864901066, 8.028491020202637 +/- 0.00951846968382597, 1.7060439586639404
460, 10.436151504516602, 10.673948287963867 +/- 0.6683458089828491, 0.6770566701889038 +/- 0.048812493681907654, 1.687719464302063 +/- 0.3418360948562622, 1.0471973419189453 +/- 0.0, 0.9551621675491333 +/- 0.008940355852246284, 8.026501655578613 +/- 0.011447133496403694, 1.709101915359497
461, 11.752739906311035, 10.699593544006348 +/- 0.837221086025238, 0.6754129528999329 +/- 0.052165865898132324, 1.7443015575408936 +/- 0.5183831453323364, 1.0471973419189453 +/- 0.0, 0.9568599462509155 +/- 0.008947250433266163, 8.028202056884766 +/- 0.012867037206888199, 1.7086286544799805
462, 10.091402053833008, 10.562371253967285 +/- 0.7236164212226868, 0.6715570688247681 +/- 0.05336679518222809, 1.6253935098648071 +/- 0.3752533793449402, 1.0471973419189453 +/- 0.0, 0.9548982381820679 +/- 0.01021463330835104, 8.030228614807129 +/- 0.009181283414363861, 1.7097642421722412
463, 10.256084442138672, 10.791360855102539 +/- 1.0086206197738647, 0.6738640666007996 +/- 0.05242730677127838, 1.85285222530365 +/- 0.6804423928260803, 1.0471973419189453 +/- 0.0, 0.9570679664611816 +/- 0.008740507997572422, 8.03165054321289 +/- 0.007832201197743416, 1.7075862884521484
464, 10.499704360961914, 10.534043312072754 +/- 0.6821725964546204, 0.6672769784927368 +/- 0.049893125891685486, 1.6621992588043213 +/- 0.3367108404636383, 1.0471973419189453 +/- 0.0, 0.956801176071167 +/- 0.009022551588714123, 8.017276763916016 +/- 0.020692110061645508, 1.7105753421783447
465, 10.10353946685791, 10.381553649902344 +/- 0.6662866473197937, 0.6623688340187073 +/- 0.054125066846609116, 1.5503195524215698 +/- 0.23992455005645752, 1.0471973419189453 +/- 0.0, 0.9560487270355225 +/- 0.009026898071169853, 8.024898529052734 +/- 0.02012154459953308, 1.7107551097869873
466, 10.091641426086426, 10.44349479675293 +/- 0.7635394334793091, 0.6609256267547607 +/- 0.05104726552963257, 1.6313543319702148 +/- 0.42679476737976074, 1.0471973419189453 +/- 0.0, 0.9566729664802551 +/- 0.008011988364160061, 8.034968376159668 +/- 0.011741050519049168, 1.707425832748413
467, 11.406461715698242, 10.435667037963867 +/- 0.7483084797859192, 0.6596761345863342 +/- 0.052658092230558395, 1.644378900527954 +/- 0.3539641201496124, 1.0471973419189453 +/- 0.0, 0.9574099779129028 +/- 0.006998108699917793, 8.032953262329102 +/- 0.009214081801474094, 1.7096655368804932
468, 12.295654296875, 10.454339027404785 +/- 0.6803469657897949, 0.659339189529419 +/- 0.05161723867058754, 1.6800005435943604 +/- 0.3232007324695587, 1.0471973419189453 +/- 0.0, 0.9586716890335083 +/- 0.006638332270085812, 8.022939682006836 +/- 0.011742361821234226, 1.7111713886260986
469, 10.158543586730957, 10.402082443237305 +/- 0.781731903553009, 0.6564292907714844 +/- 0.05168360844254494, 1.6354718208312988 +/- 0.4246447682380676, 1.0471973419189453 +/- 0.0, 0.9568374752998352 +/- 0.008695472963154316, 8.033822059631348 +/- 0.00887827668339014, 1.710310459136963
470, 9.938098907470703, 10.464569091796875 +/- 0.799552857875824, 0.655128538608551 +/- 0.04965212941169739, 1.7265440225601196 +/- 0.4744532108306885, 1.0471973419189453 +/- 0.0, 0.9583693742752075 +/- 0.007871320471167564, 8.02893352508545 +/- 0.011021400801837444, 1.7085301876068115
471, 9.635087013244629, 10.328069686889648 +/- 0.6630714535713196, 0.6501874923706055 +/- 0.051265865564346313, 1.6279933452606201 +/- 0.3280201852321625, 1.0471973419189453 +/- 0.0, 0.9569647312164307 +/- 0.007654415909200907, 8.028554916381836 +/- 0.011514716781675816, 1.7091381549835205
472, 10.167281150817871, 10.334152221679688 +/- 0.7545357942581177, 0.6501955986022949 +/- 0.05394764989614487, 1.6397387981414795 +/- 0.38777294754981995, 1.0471973419189453 +/- 0.0, 0.9577509760856628 +/- 0.008447949774563313, 8.027292251586914 +/- 0.014344217255711555, 1.707245111465454
473, 9.849745750427246, 10.374517440795898 +/- 0.7262946963310242, 0.6485621333122253 +/- 0.04889935255050659, 1.6997274160385132 +/- 0.43708541989326477, 1.0471973419189453 +/- 0.0, 0.9584794640541077 +/- 0.0090426504611969, 8.034387588500977 +/- 0.012132637202739716, 1.7087781429290771
474, 10.037879943847656, 10.222635269165039 +/- 0.6848628520965576, 0.6434518098831177 +/- 0.05068405717611313, 1.5956990718841553 +/- 0.3382517695426941, 1.0471973419189453 +/- 0.0, 0.9576859474182129 +/- 0.007617810741066933, 8.030265808105469 +/- 0.007618261501193047, 1.7094640731811523
475, 10.146051406860352, 10.276538848876953 +/- 0.737829327583313, 0.6446987986564636 +/- 0.05416915938258171, 1.6407175064086914 +/- 0.3629339039325714, 1.0471973419189453 +/- 0.0, 0.9586026668548584 +/- 0.008466196246445179, 8.041166305541992 +/- 0.024823486804962158, 1.7084288597106934
476, 9.55208969116211, 10.245390892028809 +/- 0.7650218605995178, 0.6400673389434814 +/- 0.051350049674510956, 1.6565405130386353 +/- 0.41429027915000916, 1.0471973419189453 +/- 0.0, 0.958629846572876 +/- 0.0084110451862216, 8.039814949035645 +/- 0.0105660455301404, 1.7072880268096924
477, 9.640989303588867, 10.222639083862305 +/- 0.8811676502227783, 0.637262761592865 +/- 0.05401714891195297, 1.665330410003662 +/- 0.5064492225646973, 1.0471973419189453 +/- 0.0, 0.9589087963104248 +/- 0.00800161063671112, 8.037717819213867 +/- 0.011674977838993073, 1.7093837261199951
478, 10.381054878234863, 10.26085090637207 +/- 0.8568187355995178, 0.6389477252960205 +/- 0.05522119998931885, 1.6879677772521973 +/- 0.4824690818786621, 1.0471973419189453 +/- 0.0, 0.9593494534492493 +/- 0.009616278111934662, 8.035646438598633 +/- 0.010235563851892948, 1.7096891403198242
479, 9.558917045593262, 10.03821086883545 +/- 0.6590441465377808, 0.6311825513839722 +/- 0.05191963538527489, 1.5373390913009644 +/- 0.2532447576522827, 1.0471973419189453 +/- 0.0, 0.9579682350158691 +/- 0.007940334267914295, 8.024299621582031 +/- 0.012268012389540672, 1.7078931331634521
480, 9.765393257141113, 10.097183227539062 +/- 0.7734323740005493, 0.6311401128768921 +/- 0.054058320820331573, 1.6014243364334106 +/- 0.3828912675380707, 1.0471973419189453 +/- 0.0, 0.9591163396835327 +/- 0.008663828484714031, 8.038816452026367 +/- 0.01594661734998226, 1.708705186843872
