Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
1417, 1.5813337564468384, 1.4684104919433594 +/- 0.4102093279361725, 0.05687054246664047 +/- 0.030678611248731613, 0.2142171859741211 +/- 0.1086035668849945, 1.1009435653686523 +/- 0.0028455087449401617, 0.9963186979293823 +/- 0.0050183613784611225, 9.873711585998535 +/- 0.0036823975387960672, 1.0167021751403809
1418, 1.370875358581543, 1.5350751876831055 +/- 0.40953385829925537, 0.06302077323198318 +/- 0.030721524730324745, 0.2301298826932907 +/- 0.10520601272583008, 1.1029359102249146 +/- 0.002042219275608659, 0.9958192706108093 +/- 0.0049016098491847515, 9.873620986938477 +/- 0.003699354827404022, 1.0178256034851074
1419, 1.390622615814209, 1.5105974674224854 +/- 0.41635826230049133, 0.061182476580142975 +/- 0.031213870272040367, 0.22623372077941895 +/- 0.11081288754940033, 1.1032918691635132 +/- 0.0018806799780577421, 0.996225893497467 +/- 0.004986222367733717, 9.87450122833252 +/- 0.005586540326476097, 1.0166945457458496
1420, 1.4462087154388428, 1.4842212200164795 +/- 0.4186623692512512, 0.06184946745634079 +/- 0.03131389990448952, 0.235215961933136 +/- 0.11003079265356064, 1.111081838607788 +/- 0.001327940495684743, 0.9964722394943237 +/- 0.005065598525106907, 9.874067306518555 +/- 0.0034939395263791084, 1.0178327560424805
1421, 1.3023812770843506, 1.389723539352417 +/- 0.34102383255958557, 0.0549422986805439 +/- 0.0252034030854702, 0.2142062485218048 +/- 0.0935158059000969, 1.1119756698608398 +/- 0.0019309772178530693, 0.9961470365524292 +/- 0.00509645277634263, 9.87507438659668 +/- 0.004481596872210503, 1.0200536251068115
1422, 1.5827245712280273, 1.657947063446045 +/- 0.5930614471435547, 0.07031825184822083 +/- 0.04397384449839592, 0.24284793436527252 +/- 0.15213534235954285, 1.0964149236679077 +/- 0.006533811800181866, 0.995121955871582 +/- 0.004653983749449253, 9.873260498046875 +/- 0.0051924921572208405, 1.0198314189910889
1423, 1.4282941818237305, 1.5931299924850464 +/- 0.5005919337272644, 0.06642709672451019 +/- 0.03726300969719887, 0.23893311619758606 +/- 0.12713570892810822, 1.1003588438034058 +/- 0.005210278555750847, 0.9955432415008545 +/- 0.005334716755896807, 9.873823165893555 +/- 0.004849610850214958, 1.0172386169433594
1424, 1.9143717288970947, 1.4776932001113892 +/- 0.4698230028152466, 0.06024457886815071 +/- 0.035347215831279755, 0.22260510921478271 +/- 0.11976814270019531, 1.1068354845046997 +/- 0.0010542520321905613, 0.9966448545455933 +/- 0.004657340236008167, 9.873997688293457 +/- 0.004227339290082455, 1.0168209075927734
1425, 1.171438217163086, 1.4607235193252563 +/- 0.43766042590141296, 0.059454984962940216 +/- 0.03312191367149353, 0.22655637562274933 +/- 0.1139640063047409, 1.1093556880950928 +/- 0.0017467575380578637, 0.9960346817970276 +/- 0.004662138409912586, 9.8743257522583 +/- 0.003975538071244955, 1.0174415111541748
1426, 1.3558340072631836, 1.36879301071167 +/- 0.3091062307357788, 0.05205882340669632 +/- 0.023319197818636894, 0.2031218409538269 +/- 0.08063839375972748, 1.1082789897918701 +/- 0.0007223023567348719, 0.996164083480835 +/- 0.0044983685947954655, 9.874902725219727 +/- 0.0042944662272930145, 1.0187592506408691
1427, 1.3312747478485107, 1.3991639614105225 +/- 0.23648449778556824, 0.05277831107378006 +/- 0.01753166690468788, 0.21330392360687256 +/- 0.06944797188043594, 1.1058999300003052 +/- 0.0015443569282069802, 0.9965090751647949 +/- 0.00494277523830533, 9.87350082397461 +/- 0.0034676131326705217, 1.016585111618042
1428, 1.8011037111282349, 1.4532685279846191 +/- 0.383849173784256, 0.05605245754122734 +/- 0.028447620570659637, 0.20911429822444916 +/- 0.1036083847284317, 1.1014002561569214 +/- 0.003108779899775982, 0.9962756037712097 +/- 0.005597915034741163, 9.873764991760254 +/- 0.003858057549223304, 1.0187880992889404
1429, 2.811826229095459, 1.5096008777618408 +/- 0.40233495831489563, 0.06084519624710083 +/- 0.029562510550022125, 0.2165825366973877 +/- 0.11036872118711472, 1.1013150215148926 +/- 0.001735375146381557, 0.9961789846420288 +/- 0.006008060183376074, 9.873178482055664 +/- 0.003525510197505355, 1.0172641277313232
1430, 1.606562614440918, 1.4652385711669922 +/- 0.44173842668533325, 0.056842245161533356 +/- 0.03322487697005272, 0.21388551592826843 +/- 0.1137692928314209, 1.101379632949829 +/- 0.002608205657452345, 0.9963242411613464 +/- 0.00489119254052639, 9.873628616333008 +/- 0.004606531001627445, 1.0189085006713867
1431, 1.1572133302688599, 1.4317518472671509 +/- 0.26698964834213257, 0.055396758019924164 +/- 0.019843557849526405, 0.2157585620880127 +/- 0.07423078268766403, 1.1052610874176025 +/- 0.0016089743003249168, 0.9966207146644592 +/- 0.005480609834194183, 9.87430477142334 +/- 0.0038610072806477547, 1.0184307098388672
1432, 1.4510211944580078, 1.4202080965042114 +/- 0.42322930693626404, 0.055988892912864685 +/- 0.03196820616722107, 0.21191082894802094 +/- 0.10881395637989044, 1.1077096462249756 +/- 0.001316775451414287, 0.9960598945617676 +/- 0.004692016635090113, 9.873588562011719 +/- 0.003466694848611951, 1.0187666416168213
1433, 1.4975216388702393, 1.4560210704803467 +/- 0.4076671004295349, 0.0590185821056366 +/- 0.03065009042620659, 0.22799578309059143 +/- 0.11136141419410706, 1.1095761060714722 +/- 0.003117599757388234, 0.9968039989471436 +/- 0.0045135910622775555, 9.873547554016113 +/- 0.0037338894326239824, 1.018125057220459
1434, 1.3309903144836426, 1.3887925148010254 +/- 0.2694840431213379, 0.05621340125799179 +/- 0.019982650876045227, 0.20527306199073792 +/- 0.07320491224527359, 1.1128307580947876 +/- 0.003405562601983547, 0.996207594871521 +/- 0.0048225694335997105, 9.87567138671875 +/- 0.004340932704508305, 1.0179684162139893
1435, 1.5723216533660889, 1.4920364618301392 +/- 0.417691707611084, 0.06382421404123306 +/- 0.0314384400844574, 0.22166705131530762 +/- 0.10712950676679611, 1.1107678413391113 +/- 0.0017393023008480668, 0.9963630437850952 +/- 0.004929073620587587, 9.873613357543945 +/- 0.004446492996066809, 1.0173866748809814
1436, 1.7678639888763428, 1.4366059303283691 +/- 0.3252665400505066, 0.05816270783543587 +/- 0.024114342406392097, 0.21347209811210632 +/- 0.08784529566764832, 1.109009861946106 +/- 0.002161703072488308, 0.9957154393196106 +/- 0.004400303587317467, 9.87342643737793 +/- 0.0038793121930211782, 1.0187678337097168
1437, 1.3068194389343262, 1.394217848777771 +/- 0.33081451058387756, 0.0543399378657341 +/- 0.02454659342765808, 0.21014940738677979 +/- 0.08903639763593674, 1.1091339588165283 +/- 0.002104897750541568, 0.996489405632019 +/- 0.004864520393311977, 9.873757362365723 +/- 0.004404229577630758, 1.0177159309387207
1438, 1.2363901138305664, 1.3663705587387085 +/- 0.40707096457481384, 0.05277416110038757 +/- 0.03079628013074398, 0.19977986812591553 +/- 0.10285260528326035, 1.109572410583496 +/- 0.002204913878813386, 0.9960616827011108 +/- 0.005057551432400942, 9.874197959899902 +/- 0.004209424369037151, 1.0180637836456299
1439, 1.344468593597412, 1.492549180984497 +/- 0.344510555267334, 0.058313123881816864 +/- 0.026184389367699623, 0.2180444896221161 +/- 0.08393310755491257, 1.0997694730758667 +/- 0.0067406888119876385, 0.9965978264808655 +/- 0.004023270681500435, 9.873600959777832 +/- 0.0032756864093244076, 1.01839017868042
1440, 1.3144779205322266, 1.4457873106002808 +/- 0.44178974628448486, 0.055835507810115814 +/- 0.03317572548985481, 0.21560628712177277 +/- 0.11458256095647812, 1.1036524772644043 +/- 0.002390630543231964, 0.9960000514984131 +/- 0.005953333340585232, 9.87369155883789 +/- 0.0034054419957101345, 1.0179216861724854
1441, 1.3586845397949219, 1.3883748054504395 +/- 0.3312276005744934, 0.053473882377147675 +/- 0.02432798035442829, 0.2072206437587738 +/- 0.09273216128349304, 1.108194351196289 +/- 0.0013386346399784088, 0.9962030649185181 +/- 0.005400160793215036, 9.874265670776367 +/- 0.003426393959671259, 1.01698637008667
1442, 1.2721089124679565, 1.3913543224334717 +/- 0.33568599820137024, 0.05391092598438263 +/- 0.025064608082175255, 0.20852401852607727 +/- 0.08731374889612198, 1.1085606813430786 +/- 0.0031246403232216835, 0.9963873624801636 +/- 0.004710904322564602, 9.874305725097656 +/- 0.004564718343317509, 1.019439935684204
1443, 1.2137978076934814, 1.5303316116333008 +/- 0.52338045835495, 0.06050756201148033 +/- 0.03988771513104439, 0.21963395178318024 +/- 0.12921249866485596, 1.0975112915039062 +/- 0.0030810909811407328, 0.9958335757255554 +/- 0.00557493232190609, 9.874698638916016 +/- 0.004716034512966871, 1.0194268226623535
1444, 1.5452477931976318, 1.4576430320739746 +/- 0.4489213824272156, 0.056534845381975174 +/- 0.03325067460536957, 0.2175423800945282 +/- 0.12416288256645203, 1.1028671264648438 +/- 0.0022062475327402353, 0.9966416358947754 +/- 0.005149294622242451, 9.87362289428711 +/- 0.0030323911923915148, 1.0186831951141357
1445, 1.4058880805969238, 1.3688435554504395 +/- 0.3664979934692383, 0.05246841907501221 +/- 0.027596350759267807, 0.20273639261722565 +/- 0.09372074902057648, 1.1089112758636475 +/- 0.001244934624992311, 0.9966282844543457 +/- 0.004543978255242109, 9.873880386352539 +/- 0.0039022909477353096, 1.01792311668396
1446, 1.3045201301574707, 1.3780465126037598 +/- 0.4064825773239136, 0.05492012947797775 +/- 0.030740434303879738, 0.19825541973114014 +/- 0.10261564701795578, 1.1110758781433105 +/- 0.002487990539520979, 0.9963798522949219 +/- 0.004992594011127949, 9.874309539794922 +/- 0.003214073833078146, 1.0178616046905518
1447, 1.2567946910858154, 1.4544031620025635 +/- 0.3665456175804138, 0.05916557461023331 +/- 0.027681296691298485, 0.2257390320301056 +/- 0.09516530483961105, 1.1098074913024902 +/- 0.003659195965155959, 0.9963332414627075 +/- 0.00454694265499711, 9.874383926391602 +/- 0.004507673438638449, 1.017394781112671
1448, 1.2928259372711182, 1.4031199216842651 +/- 0.4036988914012909, 0.05447028577327728 +/- 0.030525652691721916, 0.20379891991615295 +/- 0.10174209624528885, 1.1065998077392578 +/- 0.0021054313983768225, 0.996196985244751 +/- 0.005012207664549351, 9.873340606689453 +/- 0.0032852019648998976, 1.0180153846740723
1449, 1.479156255722046, 1.4121887683868408 +/- 0.40187814831733704, 0.05519392341375351 +/- 0.0301335658878088, 0.21476098895072937 +/- 0.10547731071710587, 1.1083300113677979 +/- 0.002193395048379898, 0.9964299201965332 +/- 0.005334437824785709, 9.873678207397461 +/- 0.0033955080434679985, 1.018216609954834
1450, 1.4155924320220947, 1.3409351110458374 +/- 0.41695040464401245, 0.05031157657504082 +/- 0.031385064125061035, 0.19664432108402252 +/- 0.10408303886651993, 1.1090772151947021 +/- 0.002491298131644726, 0.9964895248413086 +/- 0.005048026796430349, 9.87435531616211 +/- 0.003521522507071495, 1.0174803733825684
1451, 1.3438243865966797, 1.4130685329437256 +/- 0.3000313639640808, 0.05228421092033386 +/- 0.02194853499531746, 0.21362420916557312 +/- 0.08279723674058914, 1.1025729179382324 +/- 0.003561067394912243, 0.9963898658752441 +/- 0.005112181417644024, 9.873981475830078 +/- 0.0036678211763501167, 1.016908884048462
1452, 1.4151474237442017, 1.372976541519165 +/- 0.3907625675201416, 0.052173055708408356 +/- 0.029285555705428123, 0.1987902820110321 +/- 0.09869334846735, 1.1068445444107056 +/- 0.0023547641467303038, 0.9966973066329956 +/- 0.004484417848289013, 9.873811721801758 +/- 0.0033203656785190105, 1.0167670249938965
1453, 1.5803368091583252, 1.5036771297454834 +/- 0.5000405311584473, 0.06232162192463875 +/- 0.03773871436715126, 0.2259884476661682 +/- 0.12524130940437317, 1.106614351272583 +/- 0.002602395135909319, 0.995997965335846 +/- 0.004754929803311825, 9.873649597167969 +/- 0.003650278551504016, 1.0157108306884766
1454, 1.3445252180099487, 1.3825441598892212 +/- 0.2266799807548523, 0.05233524739742279 +/- 0.016751248389482498, 0.19604787230491638 +/- 0.06373035907745361, 1.104925274848938 +/- 0.0011651378590613604, 0.9963803291320801 +/- 0.004631005227565765, 9.873336791992188 +/- 0.0036511062644422054, 1.0175867080688477
1455, 1.158006191253662, 1.3874471187591553 +/- 0.27809590101242065, 0.05265798419713974 +/- 0.020794419571757317, 0.19604289531707764 +/- 0.0755130872130394, 1.1046630144119263 +/- 0.0017969836480915546, 0.9966855645179749 +/- 0.005086645018309355, 9.873960494995117 +/- 0.0033929897472262383, 1.0182781219482422
1456, 1.604783058166504, 1.5192737579345703 +/- 0.4646630883216858, 0.06439613550901413 +/- 0.03487086296081543, 0.22759103775024414 +/- 0.11856739223003387, 1.108017086982727 +/- 0.003539551282301545, 0.9965016841888428 +/- 0.005794130265712738, 9.874402046203613 +/- 0.0054238480515778065, 1.0185396671295166
1457, 1.5075398683547974, 1.6113641262054443 +/- 0.3081431984901428, 0.06547268480062485 +/- 0.023472528904676437, 0.22422286868095398 +/- 0.07992474734783173, 1.09292733669281 +/- 0.0022099476773291826, 0.9951220750808716 +/- 0.005731073673814535, 9.874746322631836 +/- 0.005577754694968462, 1.017462968826294
1458, 1.2587963342666626, 1.3907101154327393 +/- 0.26200613379478455, 0.051197826862335205 +/- 0.01979779824614525, 0.20307719707489014 +/- 0.0726691335439682, 1.1028029918670654 +/- 0.0041102515533566475, 0.9964844584465027 +/- 0.005425527226179838, 9.873953819274902 +/- 0.004885131027549505, 1.0172827243804932
1459, 1.2335224151611328, 1.3930613994598389 +/- 0.2752285301685333, 0.0528213232755661 +/- 0.020674079656600952, 0.19883249700069427 +/- 0.07268626987934113, 1.1043461561203003 +/- 0.0017948811873793602, 0.9969277381896973 +/- 0.004698887467384338, 9.873804092407227 +/- 0.0034217454958707094, 1.0182507038116455
1460, 1.8054711818695068, 1.333177089691162 +/- 0.2661937177181244, 0.04959039390087128 +/- 0.02046278864145279, 0.19908812642097473 +/- 0.06810258328914642, 1.1095150709152222 +/- 0.0009872225346043706, 0.9965611696243286 +/- 0.004478254821151495, 9.873712539672852 +/- 0.003204137086868286, 1.0174810886383057
1461, 1.4001054763793945, 1.374718189239502 +/- 0.3124452233314514, 0.052369169890880585 +/- 0.023338519036769867, 0.19949156045913696 +/- 0.08480241149663925, 1.1070821285247803 +/- 0.00217526126652956, 0.9965687990188599 +/- 0.004788889549672604, 9.873538970947266 +/- 0.003301585791632533, 1.018561840057373
1462, 1.215376377105713, 1.2888073921203613 +/- 0.23159359395503998, 0.046089768409729004 +/- 0.017764436081051826, 0.18156908452510834 +/- 0.060070592910051346, 1.1079208850860596 +/- 0.0019073730800300837, 0.9970632791519165 +/- 0.004396313335746527, 9.87397575378418 +/- 0.0036614369601011276, 1.0190107822418213
1463, 1.2378849983215332, 1.373879313468933 +/- 0.3839150667190552, 0.05318748950958252 +/- 0.02908177860081196, 0.20258371531963348 +/- 0.09777706116437912, 1.1092913150787354 +/- 0.0013103182427585125, 0.9969233870506287 +/- 0.004771709907799959, 9.8736572265625 +/- 0.004257418215274811, 1.0164387226104736
1464, 1.274353265762329, 1.3124268054962158 +/- 0.4390163719654083, 0.04920180141925812 +/- 0.03307091072201729, 0.1914285123348236 +/- 0.11038804799318314, 1.1112815141677856 +/- 0.0010642389534041286, 0.9965426921844482 +/- 0.004633353557437658, 9.874330520629883 +/- 0.003305082442238927, 1.0166962146759033
1465, 1.4297597408294678, 1.4186782836914062 +/- 0.37323707342147827, 0.05677210912108421 +/- 0.028369519859552383, 0.2045212686061859 +/- 0.09463746100664139, 1.1079351902008057 +/- 0.0018182602943852544, 0.9966240525245667 +/- 0.004280691035091877, 9.873699188232422 +/- 0.0043883188627660275, 1.017582654953003
1466, 1.3692100048065186, 1.3780603408813477 +/- 0.4594370722770691, 0.053066328167915344 +/- 0.03456888347864151, 0.1994330883026123 +/- 0.1166391596198082, 1.107925534248352 +/- 0.002171589992940426, 0.9962363243103027 +/- 0.005490041337907314, 9.874886512756348 +/- 0.003966804593801498, 1.018456220626831
1467, 1.5926374197006226, 1.4360690116882324 +/- 0.3489547073841095, 0.05580512434244156 +/- 0.02675073780119419, 0.20746839046478271 +/- 0.09035756438970566, 1.1036250591278076 +/- 0.004265132360160351, 0.99631667137146 +/- 0.004696133080869913, 9.874048233032227 +/- 0.0037441011518239975, 1.017054796218872
1468, 1.1313410997390747, 1.3919943571090698 +/- 0.3547058701515198, 0.05405139923095703 +/- 0.026640065014362335, 0.20105908811092377 +/- 0.09302114695310593, 1.107344627380371 +/- 0.0013093464076519012, 0.9960228800773621 +/- 0.004716204013675451, 9.873878479003906 +/- 0.0037516795564442873, 1.0178897380828857
1469, 1.402409553527832, 1.3638807535171509 +/- 0.4148983657360077, 0.05111377313733101 +/- 0.03120736964046955, 0.19464892148971558 +/- 0.10494368523359299, 1.1058779954910278 +/- 0.00248668878339231, 0.9964741468429565 +/- 0.004763932432979345, 9.874166488647461 +/- 0.0033606444485485554, 1.0168561935424805
1470, 1.3122944831848145, 1.4947654008865356 +/- 0.7352666258811951, 0.0601421520113945 +/- 0.05556214973330498, 0.23287612199783325 +/- 0.18522237241268158, 1.1055805683135986 +/- 0.0029040209483355284, 0.9959163665771484 +/- 0.005079299211502075, 9.873502731323242 +/- 0.0033777591306716204, 1.016883134841919
1471, 1.2475745677947998, 1.3771995306015015 +/- 0.38829827308654785, 0.05272547900676727 +/- 0.02912885695695877, 0.19970694184303284 +/- 0.10119558870792389, 1.1073026657104492 +/- 0.001427626353688538, 0.9966393709182739 +/- 0.004758113995194435, 9.874381065368652 +/- 0.0029976300429552794, 1.0151419639587402
1472, 1.3465311527252197, 1.3424410820007324 +/- 0.30468592047691345, 0.051813434809446335 +/- 0.022681228816509247, 0.191779226064682 +/- 0.08160810172557831, 1.110755205154419 +/- 0.0006610004347749054, 0.9966260194778442 +/- 0.005458232946693897, 9.875259399414062 +/- 0.0034279110841453075, 1.0162150859832764
1473, 2.229574680328369, 1.494284749031067 +/- 0.518113911151886, 0.06121107190847397 +/- 0.03919297084212303, 0.22381240129470825 +/- 0.1313108205795288, 1.1060069799423218 +/- 0.002359001664444804, 0.9956073760986328 +/- 0.005056152120232582, 9.874136924743652 +/- 0.004111022688448429, 1.0172266960144043
1474, 1.4114413261413574, 1.460834264755249 +/- 0.3059193789958954, 0.05780591443181038 +/- 0.022931529209017754, 0.20992115139961243 +/- 0.08151856064796448, 1.1032204627990723 +/- 0.003977804444730282, 0.9960469603538513 +/- 0.004603042732924223, 9.874567985534668 +/- 0.004913558717817068, 1.0172312259674072
1475, 1.403591275215149, 1.514949917793274 +/- 0.41198650002479553, 0.05977528542280197 +/- 0.03127681091427803, 0.21063044667243958 +/- 0.10415176302194595, 1.0971522331237793 +/- 0.0017469825688749552, 0.9958395957946777 +/- 0.0046022385358810425, 9.87317943572998 +/- 0.005138430744409561, 1.0176482200622559
1476, 1.4127706289291382, 1.4670794010162354 +/- 0.32178011536598206, 0.05705694481730461 +/- 0.023580996319651604, 0.20347890257835388 +/- 0.08770701289176941, 1.0995063781738281 +/- 0.003554133465513587, 0.9965506792068481 +/- 0.004677680321037769, 9.873286247253418 +/- 0.0046814847737550735, 1.0174541473388672
1477, 1.38436758518219, 1.4172425270080566 +/- 0.2810797095298767, 0.05389828607439995 +/- 0.02096918225288391, 0.20593973994255066 +/- 0.07779590040445328, 1.103248119354248 +/- 0.0013466266682371497, 0.9965952634811401 +/- 0.004811004735529423, 9.874063491821289 +/- 0.004388410598039627, 1.016118049621582
1478, 1.3472316265106201, 1.4564673900604248 +/- 0.4332771897315979, 0.05656082183122635 +/- 0.03238609805703163, 0.2128802239894867 +/- 0.11528962105512619, 1.1023669242858887 +/- 0.001978135434910655, 0.9965422749519348 +/- 0.0055448515340685844, 9.873056411743164 +/- 0.00436006672680378, 1.016709804534912
1479, 1.177436113357544, 1.3769203424453735 +/- 0.2528628706932068, 0.05182792991399765 +/- 0.01892358623445034, 0.20131583511829376 +/- 0.07195710390806198, 1.105994462966919 +/- 0.003601453732699156, 0.996647298336029 +/- 0.004652857314795256, 9.873861312866211 +/- 0.0029886835254728794, 1.0183110237121582
1480, 1.2907068729400635, 1.4495742321014404 +/- 0.5940735340118408, 0.05684388428926468 +/- 0.04536214470863342, 0.21374979615211487 +/- 0.14294420182704926, 1.104102611541748 +/- 0.0015218270709738135, 0.9963750243186951 +/- 0.004348151385784149, 9.874576568603516 +/- 0.004770737607032061, 1.0181879997253418
1481, 1.2740089893341064, 1.3761802911758423 +/- 0.3455045819282532, 0.05145903676748276 +/- 0.025864101946353912, 0.18968957662582397 +/- 0.08609165251255035, 1.103380799293518 +/- 0.004449105355888605, 0.9964825510978699 +/- 0.004815566353499889, 9.873988151550293 +/- 0.004244352225214243, 1.0150787830352783
1482, 1.470984935760498, 1.4589780569076538 +/- 0.3689129054546356, 0.056522391736507416 +/- 0.02718459628522396, 0.2005547285079956 +/- 0.10053731501102448, 1.0993881225585938 +/- 0.001400955836288631, 0.9964796900749207 +/- 0.004221649374812841, 9.872912406921387 +/- 0.004072124138474464, 1.0159204006195068
1483, 2.144491195678711, 1.4518910646438599 +/- 0.2404818832874298, 0.05627220496535301 +/- 0.01810646429657936, 0.19632588326931 +/- 0.06575300544500351, 1.0995724201202393 +/- 0.0022020370233803988, 0.9963843822479248 +/- 0.0048462823033332825, 9.873815536499023 +/- 0.004330768249928951, 1.0174534320831299
1484, 1.359848976135254, 1.4570826292037964 +/- 0.34382468461990356, 0.056665852665901184 +/- 0.02581843174993992, 0.20781654119491577 +/- 0.08990932255983353, 1.1014914512634277 +/- 0.0018770279129967093, 0.9962885975837708 +/- 0.005197255406528711, 9.87497615814209 +/- 0.004404873121529818, 1.017845869064331
1485, 1.4575936794281006, 1.4535459280014038 +/- 0.3454399108886719, 0.05507504940032959 +/- 0.026449229568243027, 0.19670256972312927 +/- 0.08700087666511536, 1.097170114517212 +/- 0.0017564862500876188, 0.9962537288665771 +/- 0.004552478436380625, 9.873926162719727 +/- 0.0035700476728379726, 1.016272783279419
1486, 1.5055183172225952, 1.4600485563278198 +/- 0.3546431064605713, 0.0570739209651947 +/- 0.02659328281879425, 0.20264756679534912 +/- 0.09312649816274643, 1.1006803512573242 +/- 0.0015023710438981652, 0.9964078068733215 +/- 0.004869710188359022, 9.873651504516602 +/- 0.0036965031176805496, 1.0160040855407715
1487, 1.2899762392044067, 1.4113128185272217 +/- 0.22785581648349762, 0.05180194228887558 +/- 0.016721855849027634, 0.19261443614959717 +/- 0.0666828379034996, 1.0981359481811523 +/- 0.0011673994595184922, 0.9964658617973328 +/- 0.004754199180752039, 9.873590469360352 +/- 0.0034319101832807064, 1.0169532299041748
1488, 1.4740102291107178, 1.4220497608184814 +/- 0.3102089762687683, 0.05350327491760254 +/- 0.022964831441640854, 0.2029935121536255 +/- 0.08484729379415512, 1.1010621786117554 +/- 0.001290762098506093, 0.9967515468597412 +/- 0.004572298843413591, 9.873283386230469 +/- 0.003716409672051668, 1.0162804126739502
1489, 1.1983704566955566, 1.3989102840423584 +/- 0.3050176203250885, 0.05251339077949524 +/- 0.02302297204732895, 0.19775012135505676 +/- 0.08123389631509781, 1.102495789527893 +/- 0.0005669539677910507, 0.996695876121521 +/- 0.004448332358151674, 9.873722076416016 +/- 0.0036383450496941805, 1.0175955295562744
1490, 1.2849671840667725, 1.402021884918213 +/- 0.287692129611969, 0.053386226296424866 +/- 0.021814025938510895, 0.1928372085094452 +/- 0.07362321764230728, 1.102786898612976 +/- 0.00080401252489537, 0.9964304566383362 +/- 0.005184165667742491, 9.873212814331055 +/- 0.004228957463055849, 1.0179548263549805
1491, 1.3723924160003662, 1.3898077011108398 +/- 0.30833375453948975, 0.05080503225326538 +/- 0.023133672773838043, 0.18507513403892517 +/- 0.08160636574029922, 1.0989985466003418 +/- 0.0021392772905528545, 0.9966239929199219 +/- 0.005620273295789957, 9.873226165771484 +/- 0.0032385478261858225, 1.0176887512207031
1492, 1.2829811573028564, 1.3724528551101685 +/- 0.32356521487236023, 0.05033557116985321 +/- 0.023442355915904045, 0.19346582889556885 +/- 0.09298519790172577, 1.1026060581207275 +/- 0.0019707120954990387, 0.9968982934951782 +/- 0.004769251681864262, 9.87394905090332 +/- 0.003381809452548623, 1.017256736755371
1493, 1.5269262790679932, 1.4961328506469727 +/- 0.48728397488594055, 0.06017034873366356 +/- 0.03605327010154724, 0.22088494896888733 +/- 0.12644241750240326, 1.1030313968658447 +/- 0.0035480486694723368, 0.9966842532157898 +/- 0.004771202802658081, 9.874289512634277 +/- 0.004745190963149071, 1.016132116317749
1494, 1.429414987564087, 1.6809279918670654 +/- 0.7269036769866943, 0.0710173025727272 +/- 0.055048178881406784, 0.23906700313091278 +/- 0.17735368013381958, 1.09304940700531 +/- 0.00462178373709321, 0.9946282505989075 +/- 0.005045425146818161, 9.874412536621094 +/- 0.005465575959533453, 1.0167686939239502
1495, 1.3624064922332764, 1.4457030296325684 +/- 0.5652246475219727, 0.055363595485687256 +/- 0.0422549694776535, 0.20209099352359772 +/- 0.14464180171489716, 1.100226879119873 +/- 0.0017662968020886183, 0.9960474967956543 +/- 0.005373820662498474, 9.873418807983398 +/- 0.0030986671335995197, 1.0169389247894287
1496, 1.2899117469787598, 1.3716511726379395 +/- 0.29185447096824646, 0.049438245594501495 +/- 0.021792056038975716, 0.18273022770881653 +/- 0.07837215811014175, 1.099318027496338 +/- 0.001979803666472435, 0.9966005086898804 +/- 0.005281354766339064, 9.873428344726562 +/- 0.003520258702337742, 1.0166800022125244
1497, 1.220503330230713, 1.3935524225234985 +/- 0.493783175945282, 0.05197416618466377 +/- 0.03695846349000931, 0.1998172402381897 +/- 0.12759943306446075, 1.10292649269104 +/- 0.001148843439295888, 0.9967336654663086 +/- 0.004821180831640959, 9.873931884765625 +/- 0.003337959526106715, 1.014899492263794
1498, 1.7294023036956787, 1.3760910034179688 +/- 0.35459989309310913, 0.05020713806152344 +/- 0.02641139179468155, 0.18759140372276306 +/- 0.09246742725372314, 1.100620985031128 +/- 0.00229138252325356, 0.9966516494750977 +/- 0.004406183958053589, 9.874029159545898 +/- 0.0035474246833473444, 1.0167195796966553
1499, 1.4565438032150269, 1.41733980178833 +/- 0.37203919887542725, 0.05295201390981674 +/- 0.027757087722420692, 0.18902939558029175 +/- 0.0992073193192482, 1.0985500812530518 +/- 0.0022839505691081285, 0.9964526295661926 +/- 0.0051308623515069485, 9.873703002929688 +/- 0.004103077109903097, 1.0179805755615234
1500, 1.315068006515503, 1.4696873426437378 +/- 0.5375210642814636, 0.05597524717450142 +/- 0.04031117632985115, 0.2041197121143341 +/- 0.13503554463386536, 1.0971882343292236 +/- 0.003918101545423269, 0.9965595006942749 +/- 0.004430638626217842, 9.873228073120117 +/- 0.003832140238955617, 1.0186617374420166
1501, 4.6797075271606445, 1.3360326290130615 +/- 0.3688855469226837, 0.04787236452102661 +/- 0.02771168202161789, 0.18380194902420044 +/- 0.09531201422214508, 1.1029527187347412 +/- 0.0009731707395985723, 0.9972310662269592 +/- 0.004781336989253759, 9.873870849609375 +/- 0.004122493788599968, 1.0170021057128906
1502, 1.582252025604248, 1.5831477642059326 +/- 0.7514287829399109, 0.06367078423500061 +/- 0.05750091001391411, 0.2175811529159546 +/- 0.1775497943162918, 1.0935014486312866 +/- 0.0051466976292431355, 0.9953527450561523 +/- 0.005447593983262777, 9.874072074890137 +/- 0.0037908058147877455, 1.0165679454803467
1503, 1.3049157857894897, 1.401749849319458 +/- 0.26913636922836304, 0.04975533112883568 +/- 0.02000143565237522, 0.1800544559955597 +/- 0.07192728668451309, 1.0940325260162354 +/- 0.0023384434171020985, 0.9967198371887207 +/- 0.005130160599946976, 9.873189926147461 +/- 0.003376678330823779, 1.0177500247955322
