Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
4196, 1.4472298622131348, 1.4506256580352783 +/- 0.23208846151828766, 0.05559522658586502 +/- 0.01772097684442997, 0.20761363208293915 +/- 0.06089918687939644, 1.1007184982299805 +/- 0.003684651805087924, 0.9961934089660645 +/- 0.005178345367312431, 9.872964859008789 +/- 0.005544124636799097, 1.018542766571045
4197, 1.5015323162078857, 1.2760238647460938 +/- 0.27438679337501526, 0.04424102604389191 +/- 0.021769272163510323, 0.17358453571796417 +/- 0.06412491202354431, 1.1054714918136597 +/- 0.004975458141416311, 0.9972677826881409 +/- 0.004761607851833105, 9.874143600463867 +/- 0.004996408708393574, 1.017207145690918
4198, 1.6894317865371704, 1.554762601852417 +/- 0.6371445655822754, 0.06534674018621445 +/- 0.04795042797923088, 0.2346184104681015 +/- 0.15779010951519012, 1.1045632362365723 +/- 0.004157099407166243, 0.9956960678100586 +/- 0.005447647999972105, 9.873677253723145 +/- 0.005841846577823162, 1.018474817276001
4199, 1.2948282957077026, 1.4323594570159912 +/- 0.29678916931152344, 0.05681581795215607 +/- 0.02250067889690399, 0.21521061658859253 +/- 0.07679826021194458, 1.1075243949890137 +/- 0.001976658822968602, 0.9962754249572754 +/- 0.004390016198158264, 9.873943328857422 +/- 0.005604656878858805, 1.0190861225128174
4200, 1.124058485031128, 1.3533250093460083 +/- 0.34723445773124695, 0.05325572192668915 +/- 0.025955382734537125, 0.1971760392189026 +/- 0.09258777648210526, 1.1123363971710205 +/- 0.0007988843135535717, 0.9964638948440552 +/- 0.004757412243634462, 9.874076843261719 +/- 0.005297791212797165, 1.017815351486206
4201, 1.2808771133422852, 1.371666431427002 +/- 0.2733711004257202, 0.0525212325155735 +/- 0.02113546058535576, 0.21542008221149445 +/- 0.07933968305587769, 1.1110342741012573 +/- 0.0053328946232795715, 0.9963102340698242 +/- 0.0048884376883506775, 9.874528884887695 +/- 0.0049475147388875484, 1.0176973342895508
4202, 1.2957491874694824, 1.357142448425293 +/- 0.2897680699825287, 0.05096857622265816 +/- 0.021865760907530785, 0.19819048047065735 +/- 0.0762844830751419, 1.1075658798217773 +/- 0.001747940550558269, 0.9969702959060669 +/- 0.005390224978327751, 9.873241424560547 +/- 0.0052286009304225445, 1.0168509483337402
4203, 1.5750508308410645, 1.3405427932739258 +/- 0.2922321856021881, 0.04947805032134056 +/- 0.021801790222525597, 0.1904871165752411 +/- 0.07880987972021103, 1.1065373420715332 +/- 0.002932637697085738, 0.9966104626655579 +/- 0.005547657608985901, 9.873908042907715 +/- 0.00521418172866106, 1.0190486907958984
4204, 1.6418216228485107, 1.328099250793457 +/- 0.2973744571208954, 0.04812946543097496 +/- 0.02113366313278675, 0.19555436074733734 +/- 0.08190152794122696, 1.1072416305541992 +/- 0.004555086139589548, 0.9968622922897339 +/- 0.005347496829926968, 9.874177932739258 +/- 0.004989145789295435, 1.0194249153137207
4205, 1.570255994796753, 1.5831573009490967 +/- 0.338158518075943, 0.06329245120286942 +/- 0.025425834581255913, 0.2291252315044403 +/- 0.08698390424251556, 1.0948379039764404 +/- 0.005387744400650263, 0.99575275182724 +/- 0.005625170189887285, 9.874343872070312 +/- 0.007306542247533798, 1.0173280239105225
4206, 1.1782203912734985, 1.392951250076294 +/- 0.355370432138443, 0.05420245975255966 +/- 0.026245787739753723, 0.19901230931282043 +/- 0.0942021906375885, 1.1069371700286865 +/- 0.0034949148539453745, 0.9970312714576721 +/- 0.004576747305691242, 9.87408447265625 +/- 0.005510862451046705, 1.0180041790008545
4207, 1.171509027481079, 1.2856695652008057 +/- 0.34118980169296265, 0.04667241871356964 +/- 0.0262282807379961, 0.18398001790046692 +/- 0.08699674159288406, 1.1102479696273804 +/- 0.0011882503749802709, 0.9968836307525635 +/- 0.005371551960706711, 9.873594284057617 +/- 0.006948234513401985, 1.0193779468536377
4208, 1.305720329284668, 1.3539589643478394 +/- 0.3493632674217224, 0.04956483095884323 +/- 0.02648269571363926, 0.19374249875545502 +/- 0.08874784409999847, 1.1047110557556152 +/- 0.002914588199928403, 0.9965120553970337 +/- 0.004908275790512562, 9.873588562011719 +/- 0.005136672407388687, 1.018836259841919
4209, 1.1565196514129639, 1.247528314590454 +/- 0.16700568795204163, 0.0419461764395237 +/- 0.012813222594559193, 0.17675814032554626 +/- 0.05131910741329193, 1.1072694063186646 +/- 0.0021025012247264385, 0.997206449508667 +/- 0.0058951545506715775, 9.874067306518555 +/- 0.004864496644586325, 1.0176458358764648
4210, 1.4266583919525146, 1.3831708431243896 +/- 0.38685405254364014, 0.05121184512972832 +/- 0.028582848608493805, 0.19227980077266693 +/- 0.09220660477876663, 1.102218747138977 +/- 0.007179906126111746, 0.9967688322067261 +/- 0.005108415614813566, 9.873794555664062 +/- 0.005673558916896582, 1.019308090209961
4211, 1.3132600784301758, 1.3536317348480225 +/- 0.2659508287906647, 0.04983990266919136 +/- 0.01982119306921959, 0.19440129399299622 +/- 0.06938152015209198, 1.1052489280700684 +/- 0.002550294389948249, 0.9967520833015442 +/- 0.0042209625244140625, 9.873971939086914 +/- 0.005525670945644379, 1.0180840492248535
4212, 1.300378441810608, 1.4843978881835938 +/- 0.37849974632263184, 0.05678851157426834 +/- 0.028347091749310493, 0.21133142709732056 +/- 0.09359637647867203, 1.097611427307129 +/- 0.008181740529835224, 0.9961726665496826 +/- 0.005274750292301178, 9.873983383178711 +/- 0.005429957993328571, 1.0195038318634033
4213, 1.4708812236785889, 1.4308782815933228 +/- 0.23553110659122467, 0.05305635184049606 +/- 0.01805783621966839, 0.20166169106960297 +/- 0.06361276656389236, 1.0987235307693481 +/- 0.006598987150937319, 0.9966827630996704 +/- 0.005607928615063429, 9.873866081237793 +/- 0.0065378290601074696, 1.0172789096832275
4214, 1.512260913848877, 1.3858704566955566 +/- 0.21050292253494263, 0.052979230880737305 +/- 0.01529155857861042, 0.19259896874427795 +/- 0.05930960550904274, 1.1049587726593018 +/- 0.004678989760577679, 0.9965487718582153 +/- 0.005025619640946388, 9.872720718383789 +/- 0.007692790124565363, 1.0188932418823242
4215, 1.2583017349243164, 1.3599517345428467 +/- 0.2626478374004364, 0.052347421646118164 +/- 0.019492624327540398, 0.20057886838912964 +/- 0.07305416464805603, 1.1100590229034424 +/- 0.004283618181943893, 0.9966682195663452 +/- 0.004965916275978088, 9.874094009399414 +/- 0.006207488477230072, 1.0183513164520264
4216, 1.6047049760818481, 1.420189380645752 +/- 0.2547008991241455, 0.05707956477999687 +/- 0.01931874081492424, 0.20866793394088745 +/- 0.06721772998571396, 1.1092454195022583 +/- 0.003904827171936631, 0.9962812662124634 +/- 0.005227080080658197, 9.874698638916016 +/- 0.005685466807335615, 1.0184662342071533
4217, 1.1482168436050415, 1.344017505645752 +/- 0.21315030753612518, 0.04966476559638977 +/- 0.014272378757596016, 0.19365409016609192 +/- 0.055330999195575714, 1.1067947149276733 +/- 0.0077715059742331505, 0.9965814352035522 +/- 0.004734147805720568, 9.874368667602539 +/- 0.004808652214705944, 1.0177710056304932
4218, 1.408067226409912, 1.385551929473877 +/- 0.302766889333725, 0.05103255808353424 +/- 0.02278074622154236, 0.20651021599769592 +/- 0.07515043765306473, 1.1041985750198364 +/- 0.00676696328446269, 0.996553361415863 +/- 0.005769692827016115, 9.874442100524902 +/- 0.00549682229757309, 1.0169777870178223
4219, 1.2234301567077637, 1.4260201454162598 +/- 0.2764997184276581, 0.05143750086426735 +/- 0.02044697105884552, 0.1948942244052887 +/- 0.07497326284646988, 1.09538733959198 +/- 0.004466427024453878, 0.9964202642440796 +/- 0.0050645917654037476, 9.873980522155762 +/- 0.005288830492645502, 1.019442081451416
4220, 1.4280009269714355, 1.3519389629364014 +/- 0.21537385880947113, 0.049359992146492004 +/- 0.01678111031651497, 0.19252018630504608 +/- 0.061122797429561615, 1.1043908596038818 +/- 0.003937689587473869, 0.9973374605178833 +/- 0.004833863582462072, 9.874277114868164 +/- 0.004480675794184208, 1.018552303314209
4221, 1.2943371534347534, 1.2659857273101807 +/- 0.2934378683567047, 0.04463620483875275 +/- 0.021727843210101128, 0.1773585081100464 +/- 0.07976888120174408, 1.108773946762085 +/- 0.0018470099894329906, 0.9971351623535156 +/- 0.004966724663972855, 9.873758316040039 +/- 0.00537481252104044, 1.0173821449279785
4222, 1.1842296123504639, 1.2672364711761475 +/- 0.26481038331985474, 0.04608706384897232 +/- 0.019886435940861702, 0.17714783549308777 +/- 0.06798677146434784, 1.1113179922103882 +/- 0.003029694315046072, 0.996911883354187 +/- 0.0052142334170639515, 9.874838829040527 +/- 0.005236964672803879, 1.0182690620422363
4223, 1.7256280183792114, 1.3426891565322876 +/- 0.3260953724384308, 0.04877591133117676 +/- 0.025041522458195686, 0.20032373070716858 +/- 0.08235886693000793, 1.1065433025360107 +/- 0.003818811383098364, 0.9968289732933044 +/- 0.005010068416595459, 9.874515533447266 +/- 0.004701359197497368, 1.0187737941741943
4224, 1.5385544300079346, 1.478700041770935 +/- 0.3847612738609314, 0.05713693052530289 +/- 0.028823744505643845, 0.222733736038208 +/- 0.0955701544880867, 1.1012229919433594 +/- 0.0067708189599215984, 0.9962177276611328 +/- 0.005124254617840052, 9.874183654785156 +/- 0.0053474269807338715, 1.0192255973815918
4225, 1.5258686542510986, 1.502731442451477 +/- 0.338541179895401, 0.05865301936864853 +/- 0.025222353637218475, 0.23351185023784637 +/- 0.08974185585975647, 1.1013374328613281 +/- 0.004830043297261, 0.9963440895080566 +/- 0.004154099151492119, 9.87421989440918 +/- 0.005772025790065527, 1.0176265239715576
4226, 1.3334543704986572, 1.2557114362716675 +/- 0.18561609089374542, 0.043518103659152985 +/- 0.013777653686702251, 0.18348361551761627 +/- 0.05705700069665909, 1.1097733974456787 +/- 0.0027946194168180227, 0.9969373941421509 +/- 0.004899901803582907, 9.87404727935791 +/- 0.005023194011300802, 1.0175879001617432
4227, 1.5143694877624512, 1.6312593221664429 +/- 0.47419798374176025, 0.06851550936698914 +/- 0.03576648235321045, 0.23510859906673431 +/- 0.11272967606782913, 1.0967005491256714 +/- 0.008160343393683434, 0.9954589605331421 +/- 0.00536305271089077, 9.873404502868652 +/- 0.005022569093853235, 1.0176270008087158
4228, 1.283645749092102, 1.4391337633132935 +/- 0.24181397259235382, 0.05336574837565422 +/- 0.01792127452790737, 0.19315099716186523 +/- 0.06602489948272705, 1.09609055519104 +/- 0.005282077006995678, 0.9968286752700806 +/- 0.004795757122337818, 9.873315811157227 +/- 0.005015166010707617, 1.019688367843628
4229, 1.485564947128296, 1.3732547760009766 +/- 0.3043903708457947, 0.05179464817047119 +/- 0.022853927686810493, 0.19566522538661957 +/- 0.08195246011018753, 1.105746865272522 +/- 0.0017492519691586494, 0.9963943958282471 +/- 0.005559138022363186, 9.873456001281738 +/- 0.004900738596916199, 1.0183379650115967
4230, 1.3892589807510376, 1.5788397789001465 +/- 0.365282267332077, 0.06631798297166824 +/- 0.027102122083306313, 0.22674375772476196 +/- 0.09537283331155777, 1.100484848022461 +/- 0.004527271259576082, 0.9960972666740417 +/- 0.0055513326078653336, 9.874223709106445 +/- 0.006290406920015812, 1.0183539390563965
4231, 1.647540807723999, 1.4745744466781616 +/- 0.3536422550678253, 0.05714724585413933 +/- 0.027197470888495445, 0.20717352628707886 +/- 0.08962623029947281, 1.0991286039352417 +/- 0.005219598766416311, 0.9961137771606445 +/- 0.004976184573024511, 9.873021125793457 +/- 0.00612237211316824, 1.0183417797088623
4232, 1.6058523654937744, 1.4086401462554932 +/- 0.29794996976852417, 0.05233268439769745 +/- 0.023056138306856155, 0.1931307017803192 +/- 0.07767169177532196, 1.0997579097747803 +/- 0.005227160640060902, 0.9963497519493103 +/- 0.004914074670523405, 9.874090194702148 +/- 0.006276166066527367, 1.0179104804992676
4233, 1.4816254377365112, 1.4374464750289917 +/- 0.29451707005500793, 0.05520167946815491 +/- 0.022297637537121773, 0.19787916541099548 +/- 0.07376224547624588, 1.1004860401153564 +/- 0.0031582072842866182, 0.9966226816177368 +/- 0.004729175008833408, 9.873766899108887 +/- 0.00447646901011467, 1.0177764892578125
4234, 1.3955821990966797, 1.4471814632415771 +/- 0.28471851348876953, 0.05558191239833832 +/- 0.021376999095082283, 0.2148207724094391 +/- 0.08122382313013077, 1.102527379989624 +/- 0.0035718928556889296, 0.9962707161903381 +/- 0.00470422487705946, 9.873899459838867 +/- 0.005420133471488953, 1.0168273448944092
4235, 1.477026104927063, 1.346207618713379 +/- 0.24539358913898468, 0.04893948510289192 +/- 0.018403666093945503, 0.1957148313522339 +/- 0.06950686872005463, 1.1053740978240967 +/- 0.0034292673226445913, 0.9968894720077515 +/- 0.005242856219410896, 9.874221801757812 +/- 0.00463512958958745, 1.019840955734253
4236, 1.39704430103302, 1.438260793685913 +/- 0.3322991728782654, 0.05742637440562248 +/- 0.024627437815070152, 0.21108226478099823 +/- 0.08933411538600922, 1.106869101524353 +/- 0.004555086605250835, 0.9966328740119934 +/- 0.004868396557867527, 9.872493743896484 +/- 0.004994440823793411, 1.019010066986084
4237, 1.4942493438720703, 1.3523539304733276 +/- 0.22464405000209808, 0.053477607667446136 +/- 0.016378257423639297, 0.19853341579437256 +/- 0.06949204951524734, 1.1133791208267212 +/- 0.002879813779145479, 0.9962048530578613 +/- 0.005378557834774256, 9.8743896484375 +/- 0.006540034897625446, 1.0192010402679443
4238, 1.2186166048049927, 1.3560457229614258 +/- 0.25435203313827515, 0.05283106863498688 +/- 0.019469192251563072, 0.19291561841964722 +/- 0.06901392340660095, 1.110075831413269 +/- 0.002745851641520858, 0.9968584775924683 +/- 0.004164150450378656, 9.873537063598633 +/- 0.005646339152008295, 1.018876314163208
4239, 2.0488922595977783, 1.2998855113983154 +/- 0.20747517049312592, 0.04801725596189499 +/- 0.015428603626787663, 0.19184303283691406 +/- 0.06063363701105118, 1.1114921569824219 +/- 0.0014555557863786817, 0.9967820048332214 +/- 0.004791620187461376, 9.873748779296875 +/- 0.005414388608187437, 1.0173590183258057
4240, 1.5821988582611084, 1.364453673362732 +/- 0.2572706341743469, 0.05095352232456207 +/- 0.0199163556098938, 0.19968503713607788 +/- 0.063662089407444, 1.1064260005950928 +/- 0.00384701369330287, 0.9966230392456055 +/- 0.004864949267357588, 9.874090194702148 +/- 0.0040404461324214935, 1.0173826217651367
4241, 1.6821215152740479, 1.3630638122558594 +/- 0.3199881315231323, 0.050811249762773514 +/- 0.024504607543349266, 0.19617502391338348 +/- 0.0830184668302536, 1.105625867843628 +/- 0.00233744690194726, 0.9967596530914307 +/- 0.0042291623540222645, 9.874217987060547 +/- 0.00521966302767396, 1.0173959732055664
4242, 1.2305511236190796, 1.430262804031372 +/- 0.3605690002441406, 0.06189519912004471 +/- 0.026208410039544106, 0.20465099811553955 +/- 0.09269898384809494, 1.1158288717269897 +/- 0.004513594787567854, 0.9962527751922607 +/- 0.0055868299677968025, 9.874384880065918 +/- 0.007328519131988287, 1.017165184020996
4243, 1.216464638710022, 1.311812162399292 +/- 0.24047234654426575, 0.0496460422873497 +/- 0.018488893285393715, 0.18367335200309753 +/- 0.06895806640386581, 1.1108591556549072 +/- 0.005254925694316626, 0.9963176846504211 +/- 0.004608520306646824, 9.874800682067871 +/- 0.006214596331119537, 1.0168771743774414
4244, 1.4818081855773926, 1.2910666465759277 +/- 0.24334126710891724, 0.04683680087327957 +/- 0.018772874027490616, 0.18752500414848328 +/- 0.06619246304035187, 1.1100341081619263 +/- 0.0027466046158224344, 0.9971134662628174 +/- 0.004495236091315746, 9.874201774597168 +/- 0.0047689382918179035, 1.0191895961761475
4245, 1.3352701663970947, 1.3261160850524902 +/- 0.24115930497646332, 0.04909510537981987 +/- 0.018436525017023087, 0.1908383071422577 +/- 0.0614623986184597, 1.108406901359558 +/- 0.0033965795300900936, 0.9966235160827637 +/- 0.004631995689123869, 9.87398910522461 +/- 0.005667634773999453, 1.018606185913086
4246, 1.3082630634307861, 1.3381445407867432 +/- 0.2829061448574066, 0.04829889535903931 +/- 0.02127629704773426, 0.18781611323356628 +/- 0.0735848993062973, 1.1042871475219727 +/- 0.00247969594784081, 0.9967586994171143 +/- 0.005537502933293581, 9.873750686645508 +/- 0.005450227297842503, 1.019066333770752
4247, 1.3152614831924438, 1.2390587329864502 +/- 0.16666090488433838, 0.04411046952009201 +/- 0.01267837081104517, 0.182827889919281 +/- 0.05045264959335327, 1.1138174533843994 +/- 0.0024457245599478483, 0.9975153207778931 +/- 0.004598247818648815, 9.8739652633667 +/- 0.00515932310372591, 1.0177342891693115
4248, 1.6320931911468506, 1.2766553163528442 +/- 0.3062405288219452, 0.04872620105743408 +/- 0.022567519918084145, 0.18067488074302673 +/- 0.08430040627717972, 1.1152721643447876 +/- 0.0009680981165729463, 0.9968228936195374 +/- 0.00541900796815753, 9.874667167663574 +/- 0.006357084959745407, 1.017293930053711
4249, 2.0714995861053467, 1.3597142696380615 +/- 0.21205750107765198, 0.05242647975683212 +/- 0.016360392794013023, 0.19474393129348755 +/- 0.05904843285679817, 1.1092731952667236 +/- 0.0035595339722931385, 0.9961372017860413 +/- 0.005275806877762079, 9.873857498168945 +/- 0.004965499509125948, 1.0179963111877441
4250, 2.214968681335449, 1.3279114961624146 +/- 0.32892724871635437, 0.04790545254945755 +/- 0.025124065577983856, 0.19316697120666504 +/- 0.08545544743537903, 1.1064051389694214 +/- 0.0040757800452411175, 0.9966005086898804 +/- 0.0051697418093681335, 9.874534606933594 +/- 0.005476914346218109, 1.0179564952850342
4251, 1.3333282470703125, 1.2142666578292847 +/- 0.1645376831293106, 0.0401039756834507 +/- 0.012565790675580502, 0.17091944813728333 +/- 0.049147944897413254, 1.1087088584899902 +/- 0.0019683733116835356, 0.9973573684692383 +/- 0.004772082436829805, 9.873857498168945 +/- 0.005056170746684074, 1.018794059753418
4252, 1.8948252201080322, 1.4122288227081299 +/- 0.28077924251556396, 0.054568927735090256 +/- 0.020510027185082436, 0.1950741559267044 +/- 0.06351511925458908, 1.1035809516906738 +/- 0.0067704468965530396, 0.9969833493232727 +/- 0.005460650194436312, 9.873680114746094 +/- 0.005853045731782913, 1.0181453227996826
4253, 1.6236568689346313, 1.426328182220459 +/- 0.25850650668144226, 0.05703287944197655 +/- 0.020292822271585464, 0.20873594284057617 +/- 0.06372202187776566, 1.1079907417297363 +/- 0.004139038734138012, 0.9956602454185486 +/- 0.004517659544944763, 9.872678756713867 +/- 0.005231358110904694, 1.0168359279632568
4254, 1.1601274013519287, 1.380760908126831 +/- 0.31833261251449585, 0.05086575821042061 +/- 0.02422613836824894, 0.19572165608406067 +/- 0.08201740682125092, 1.1025810241699219 +/- 0.004633870907127857, 0.9968525767326355 +/- 0.00513793621212244, 9.874297142028809 +/- 0.003971122205257416, 1.0179352760314941
4255, 1.1760826110839844, 1.3571995496749878 +/- 0.26327598094940186, 0.04863955080509186 +/- 0.019741803407669067, 0.18852251768112183 +/- 0.0693562924861908, 1.1015896797180176 +/- 0.0036081853322684765, 0.9966911673545837 +/- 0.005551201291382313, 9.873817443847656 +/- 0.003176215337589383, 1.018927812576294
4256, 1.2079644203186035, 1.3006088733673096 +/- 0.3196914792060852, 0.04727594554424286 +/- 0.023929612711071968, 0.19247615337371826 +/- 0.08960224688053131, 1.1100609302520752 +/- 0.00352995446883142, 0.9970302581787109 +/- 0.0047460137866437435, 9.872507095336914 +/- 0.00603604456409812, 1.0188579559326172
4257, 1.158443808555603, 1.180025577545166 +/- 0.18107254803180695, 0.0397595539689064 +/- 0.013500986620783806, 0.16137993335723877 +/- 0.052077703177928925, 1.1128050088882446 +/- 0.0017930399626493454, 0.997200608253479 +/- 0.005112992599606514, 9.87381362915039 +/- 0.003969711717218161, 1.017216444015503
4258, 2.430020332336426, 1.393598198890686 +/- 0.38130658864974976, 0.0545058399438858 +/- 0.028749674558639526, 0.20190027356147766 +/- 0.09879270941019058, 1.1080906391143799 +/- 0.0042665209621191025, 0.9964070320129395 +/- 0.00503148278221488, 9.874932289123535 +/- 0.005605747923254967, 1.0189135074615479
4259, 1.2725350856781006, 1.3193620443344116 +/- 0.2557586431503296, 0.04876431077718735 +/- 0.01868782378733158, 0.18919509649276733 +/- 0.07706750929355621, 1.1087801456451416 +/- 0.0046625202521681786, 0.9964840412139893 +/- 0.004598458297550678, 9.873943328857422 +/- 0.004509474616497755, 1.0187129974365234
4260, 1.5612547397613525, 1.373206377029419 +/- 0.27699732780456543, 0.052209798246622086 +/- 0.02112291380763054, 0.19139903783798218 +/- 0.07350007444620132, 1.1056066751480103 +/- 0.003910839557647705, 0.9969406723976135 +/- 0.005108038894832134, 9.87321662902832 +/- 0.005707462318241596, 1.018705129623413
4261, 1.4238367080688477, 1.3988182544708252 +/- 0.3363240957260132, 0.05319100618362427 +/- 0.025095436722040176, 0.19802409410476685 +/- 0.09120821207761765, 1.104019045829773 +/- 0.0033782466780394316, 0.9959479570388794 +/- 0.004991582129150629, 9.873624801635742 +/- 0.004824402742087841, 1.0159261226654053
4262, 1.272327184677124, 1.2755682468414307 +/- 0.29845595359802246, 0.045628391206264496 +/- 0.022547563537955284, 0.1787720024585724 +/- 0.08019806444644928, 1.10923433303833 +/- 0.005488807335495949, 0.99735027551651 +/- 0.005436461418867111, 9.874310493469238 +/- 0.006168815307319164, 1.01680326461792
4263, 1.338304042816162, 1.262872576713562 +/- 0.19149121642112732, 0.04407583922147751 +/- 0.01404506154358387, 0.17703840136528015 +/- 0.05613613501191139, 1.1082634925842285 +/- 0.0038638419937342405, 0.9970477819442749 +/- 0.004851584322750568, 9.874042510986328 +/- 0.004292365629225969, 1.0188982486724854
4264, 1.2278823852539062, 1.1325480937957764 +/- 0.12879334390163422, 0.03642280399799347 +/- 0.009417876601219177, 0.15399302542209625 +/- 0.04242173582315445, 1.1140260696411133 +/- 0.00042365569970570505, 0.9973117113113403 +/- 0.004867673385888338, 9.874225616455078 +/- 0.00477965921163559, 1.0184056758880615
4265, 1.6122751235961914, 1.4844828844070435 +/- 0.4114097058773041, 0.06253081560134888 +/- 0.031232012435793877, 0.2239972949028015 +/- 0.10129983723163605, 1.1102368831634521 +/- 0.00472784461453557, 0.9963123202323914 +/- 0.00488781463354826, 9.874042510986328 +/- 0.004644590429961681, 1.0191078186035156
4266, 1.485577940940857, 1.3710638284683228 +/- 0.2649090886116028, 0.05243154242634773 +/- 0.020104438066482544, 0.1965382695198059 +/- 0.07126934081315994, 1.1073822975158691 +/- 0.0026116904336959124, 0.9963708519935608 +/- 0.004915914032608271, 9.87394905090332 +/- 0.004491883330047131, 1.0182981491088867
4267, 1.6387006044387817, 1.398703932762146 +/- 0.21934524178504944, 0.04982057958841324 +/- 0.016435598954558372, 0.19488897919654846 +/- 0.059137485921382904, 1.0974044799804688 +/- 0.0029383006040006876, 0.9968107342720032 +/- 0.005678528919816017, 9.874629974365234 +/- 0.005050970707088709, 1.017754316329956
4268, 1.855525016784668, 1.7174789905548096 +/- 0.49179545044898987, 0.07485897839069366 +/- 0.037272024899721146, 0.23961400985717773 +/- 0.12856560945510864, 1.0933393239974976 +/- 0.003324951743707061, 0.9954511523246765 +/- 0.005233905278146267, 9.875213623046875 +/- 0.006873860489577055, 1.0183830261230469
4269, 1.444847822189331, 1.5431807041168213 +/- 0.25991490483283997, 0.06231006979942322 +/- 0.019244279712438583, 0.2066941261291504 +/- 0.07203585654497147, 1.0960021018981934 +/- 0.0022625832352787256, 0.9960088729858398 +/- 0.005057898350059986, 9.874673843383789 +/- 0.006371529772877693, 1.0170979499816895
4270, 1.3622820377349854, 1.3424534797668457 +/- 0.29025354981422424, 0.04858780279755592 +/- 0.021534619852900505, 0.1878533512353897 +/- 0.07957968860864639, 1.1038974523544312 +/- 0.0030531161464750767, 0.9968850612640381 +/- 0.004861545283347368, 9.873661041259766 +/- 0.005349908955395222, 1.0183191299438477
4271, 1.2500909566879272, 1.370964765548706 +/- 0.2721323072910309, 0.05066642165184021 +/- 0.020209871232509613, 0.20606499910354614 +/- 0.07645387202501297, 1.105945348739624 +/- 0.004100167192518711, 0.996911346912384 +/- 0.0054152836091816425, 9.873462677001953 +/- 0.0046285600401461124, 1.016129970550537
4272, 1.1046428680419922, 1.3008389472961426 +/- 0.2611629068851471, 0.04735546186566353 +/- 0.019489433616399765, 0.17916367948055267 +/- 0.06561002880334854, 1.1077502965927124 +/- 0.004053969867527485, 0.9967517852783203 +/- 0.004946104716509581, 9.874698638916016 +/- 0.005925172474235296, 1.0180342197418213
4273, 1.5025544166564941, 1.456033706665039 +/- 0.34941187500953674, 0.05621545389294624 +/- 0.025372447445988655, 0.20434653759002686 +/- 0.09619317948818207, 1.100407600402832 +/- 0.0041207317262887955, 0.9963783025741577 +/- 0.005937398411333561, 9.874334335327148 +/- 0.00503867631778121, 1.0197513103485107
4274, 1.296255350112915, 1.3781940937042236 +/- 0.29370129108428955, 0.050959911197423935 +/- 0.02214926853775978, 0.20158571004867554 +/- 0.08173248916864395, 1.1041361093521118 +/- 0.002047360874712467, 0.9967160224914551 +/- 0.004369332455098629, 9.873978614807129 +/- 0.0038363649509847164, 1.0196311473846436
4275, 1.0996984243392944, 1.3017222881317139 +/- 0.21220003068447113, 0.04691116884350777 +/- 0.015266617760062218, 0.17753377556800842 +/- 0.06026674434542656, 1.1064698696136475 +/- 0.0034924636129289865, 0.996972918510437 +/- 0.005198755767196417, 9.873332023620605 +/- 0.004847052041441202, 1.0161139965057373
4276, 1.260664463043213, 1.3094213008880615 +/- 0.2558957636356354, 0.050808679312467575 +/- 0.019266141578555107, 0.18418677151203156 +/- 0.06866912543773651, 1.1135058403015137 +/- 0.0020358555484563112, 0.9969105124473572 +/- 0.004685807973146439, 9.873678207397461 +/- 0.005106484051793814, 1.0167813301086426
4277, 1.2816612720489502, 1.3347729444503784 +/- 0.19111359119415283, 0.052274540066719055 +/- 0.014366698451340199, 0.18583378195762634 +/- 0.05498692765831947, 1.111914873123169 +/- 0.0038624582812190056, 0.9965243935585022 +/- 0.005014573689550161, 9.873838424682617 +/- 0.006374570541083813, 1.018968105316162
4278, 1.2376000881195068, 1.3101238012313843 +/- 0.22425730526447296, 0.04848732054233551 +/- 0.017384331673383713, 0.18473970890045166 +/- 0.0607510469853878, 1.1092630624771118 +/- 0.0018914551474153996, 0.9964567422866821 +/- 0.005370284430682659, 9.873933792114258 +/- 0.0049361540004611015, 1.0185823440551758
4279, 1.2120673656463623, 1.377126932144165 +/- 0.2011786848306656, 0.04858512803912163 +/- 0.01510582584887743, 0.18610244989395142 +/- 0.05461004376411438, 1.097374439239502 +/- 0.00404050899669528, 0.9967712759971619 +/- 0.004997731652110815, 9.873401641845703 +/- 0.005725387949496508, 1.0190448760986328
4280, 1.3361811637878418, 1.4744623899459839 +/- 0.45597556233406067, 0.05559869110584259 +/- 0.03345782682299614, 0.20744141936302185 +/- 0.11302721500396729, 1.0964863300323486 +/- 0.008781681768596172, 0.9965295791625977 +/- 0.004930220078676939, 9.873682975769043 +/- 0.006230861414223909, 1.0187854766845703
4281, 1.5988032817840576, 1.3042385578155518 +/- 0.34003910422325134, 0.049356281757354736 +/- 0.025734586641192436, 0.18775589764118195 +/- 0.08474777638912201, 1.112460970878601 +/- 0.002552960067987442, 0.9969339370727539 +/- 0.004982464946806431, 9.874210357666016 +/- 0.005421838723123074, 1.01762056350708
4282, 1.2337455749511719, 1.334729790687561 +/- 0.32388362288475037, 0.0500379279255867 +/- 0.02439526654779911, 0.1902434229850769 +/- 0.08322101831436157, 1.1084377765655518 +/- 0.004230702295899391, 0.9967222213745117 +/- 0.00455810409039259, 9.8734130859375 +/- 0.004947274457663298, 1.0175645351409912
